FECHA;HORA;VELOCIDAD
21/08/2020;14333882;48
21/08/2020;14358149;0
21/08/2020;14443549;0
21/08/2020;14525399;43
21/08/2020;14606066;0
21/08/2020;14623966;0
21/08/2020;14626166;0
21/08/2020;14629233;44
21/08/2020;14634499;36
21/08/2020;14831833;34
21/08/2020;14937466;0
21/08/2020;15007998;0
21/08/2020;15157716;38
21/08/2020;15157982;50
21/08/2020;15254049;0
21/08/2020;15303182;47
21/08/2020;15408248;39
21/08/2020;15417515;38
21/08/2020;15610308;0
21/08/2020;15640241;0
21/08/2020;15711408;0
21/08/2020;15739807;48
21/08/2020;15812774;0
21/08/2020;15830441;36
21/08/2020;15858307;57
21/08/2020;15926042;0
21/08/2020;20024648;34
21/08/2020;20041181;0
21/08/2020;20041849;0
21/08/2020;20106581;49
21/08/2020;20117648;0
21/08/2020;20323582;0
21/08/2020;20328583;43
21/08/2020;20331981;51
21/08/2020;20344647;41
21/08/2020;20412447;0
21/08/2020;20422714;48
21/08/2020;20520113;0
21/08/2020;20546128;40
21/08/2020;20608025;0
21/08/2020;20615092;0
21/08/2020;20616302;0
21/08/2020;20637758;54
21/08/2020;20828291;0
21/08/2020;20942224;46
21/08/2020;21015957;40
21/08/2020;21120340;0
21/08/2020;21127273;34
21/08/2020;21202674;42
21/08/2020;21203406;44
21/08/2020;21209440;55
21/08/2020;21256772;0
21/08/2020;21432706;0
21/08/2020;21543512;40
21/08/2020;21748545;0
21/08/2020;21835145;0
21/08/2020;21837612;0
21/08/2020;21914412;0
21/08/2020;22115463;48
21/08/2020;22124797;49
21/08/2020;22222596;25
21/08/2020;22249930;38
21/08/2020;22430331;0
21/08/2020;22702259;7
21/08/2020;22755459;0
21/08/2020;22923326;16
21/08/2020;22931826;46
21/08/2020;23007559;5
21/08/2020;23129711;24
21/08/2020;23148944;11
21/08/2020;23230242;28
21/08/2020;23242708;0
21/08/2020;23250910;0
21/08/2020;23516575;44
21/08/2020;23542286;0
21/08/2020;23636289;52
21/08/2020;23658219;26
21/08/2020;23755219;47
21/08/2020;23942085;50
21/08/2020;24009718;0
21/08/2020;24056624;0
21/08/2020;24108957;0
21/08/2020;24124424;0
21/08/2020;24141157;37
21/08/2020;24215290;0
21/08/2020;24233924;45
21/08/2020;24308457;48
21/08/2020;24311891;59
21/08/2020;24338293;44
21/08/2020;24532023;0
21/08/2020;24627361;0
21/08/2020;24717261;42
21/08/2020;24732461;0
21/08/2020;24936395;0
21/08/2020;25000127;0
21/08/2020;25012462;0
21/08/2020;25041328;0
21/08/2020;25148742;42
21/08/2020;25225171;32
21/08/2020;25230636;0
21/08/2020;25623688;0
21/08/2020;25633622;0
21/08/2020;25704055;0
21/08/2020;25835188;0
21/08/2020;30001321;47
21/08/2020;30024022;0
21/08/2020;30028454;56
21/08/2020;30043454;39
21/08/2020;30147461;44
21/08/2020;30148394;47
21/08/2020;30208196;0
21/08/2020;30223594;0
21/08/2020;30255427;41
21/08/2020;30412094;0
21/08/2020;30717628;0
21/08/2020;30743029;0
21/08/2020;30902561;52
21/08/2020;30931227;0
21/08/2020;31217081;0
21/08/2020;31339679;0
21/08/2020;31407746;0
21/08/2020;31438146;0
21/08/2020;31605915;52
21/08/2020;31627115;0
21/08/2020;31638516;0
21/08/2020;32223324;47
21/08/2020;32333456;39
21/08/2020;32354556;54
21/08/2020;32428689;0
21/08/2020;32821333;0
21/08/2020;33020799;0
21/08/2020;33046866;52
21/08/2020;33148855;35
21/08/2020;33151521;39
21/08/2020;33253821;0
21/08/2020;33348956;37
21/08/2020;33358221;0
21/08/2020;33456822;46
21/08/2020;33507621;0
21/08/2020;33558820;0
21/08/2020;33629923;0
21/08/2020;33706256;0
21/08/2020;33940456;50
21/08/2020;33958556;49
21/08/2020;34013222;0
21/08/2020;34044690;0
21/08/2020;34059222;37
21/08/2020;34245908;51
21/08/2020;34317707;42
21/08/2020;34423807;0
21/08/2020;34459874;49
21/08/2020;34505274;34
21/08/2020;34508840;43
21/08/2020;34534040;48
21/08/2020;34558574;0
21/08/2020;34621797;0
21/08/2020;34654197;0
21/08/2020;34736130;0
21/08/2020;34736664;49
21/08/2020;34806164;0
21/08/2020;34823396;0
21/08/2020;34832265;54
21/08/2020;34850396;0
21/08/2020;34936763;0
21/08/2020;34955829;38
21/08/2020;35031729;0
21/08/2020;35118268;46
21/08/2020;35155868;0
21/08/2020;35157436;44
21/08/2020;35200702;0
21/08/2020;35202502;48
21/08/2020;35427500;0
21/08/2020;35432334;0
21/08/2020;35516534;0
21/08/2020;35616863;43
21/08/2020;35635697;0
21/08/2020;35734099;0
21/08/2020;35829296;0
21/08/2020;40110896;46
21/08/2020;40231900;0
21/08/2020;40336033;0
21/08/2020;40356068;0
21/08/2020;40404201;0
21/08/2020;40436534;28
21/08/2020;40600434;0
21/08/2020;40632560;48
21/08/2020;40935695;41
21/08/2020;40954960;0
21/08/2020;41002095;42
21/08/2020;41003626;42
21/08/2020;41006161;39
21/08/2020;41100393;0
21/08/2020;41229775;0
21/08/2020;41341508;74
21/08/2020;41356675;45
21/08/2020;41729997;0
21/08/2020;41742131;40
21/08/2020;41937797;0
21/08/2020;42021065;46
21/08/2020;42123830;0
21/08/2020;42145886;44
21/08/2020;42232953;0
21/08/2020;42353887;0
21/08/2020;42358022;0
21/08/2020;42425686;0
21/08/2020;42449219;0
21/08/2020;42507286;43
21/08/2020;42520486;0
21/08/2020;42556954;0
21/08/2020;42608229;0
21/08/2020;42610187;43
21/08/2020;42624186;40
21/08/2020;42633477;0
21/08/2020;42640944;29
21/08/2020;42725677;44
21/08/2020;42741476;5
21/08/2020;42759277;44
21/08/2020;42802077;41
21/08/2020;42806479;44
21/08/2020;42827876;0
21/08/2020;42856277;46
21/08/2020;42909609;0
21/08/2020;42934276;0
21/08/2020;42955543;0
21/08/2020;43006077;0
21/08/2020;43006343;36
21/08/2020;43007751;0
21/08/2020;43116777;0
21/08/2020;43125510;0
21/08/2020;43154019;0
21/08/2020;43200285;10
21/08/2020;43202284;0
21/08/2020;43202418;0
21/08/2020;43203617;0
21/08/2020;43207884;37
21/08/2020;43209617;40
21/08/2020;43211352;0
21/08/2020;43228351;0
21/08/2020;43233151;48
21/08/2020;43405817;38
21/08/2020;43408517;0
21/08/2020;43440116;38
21/08/2020;43454885;46
21/08/2020;43556450;49
21/08/2020;43609051;0
21/08/2020;43610384;41
21/08/2020;43610516;0
21/08/2020;43613784;43
21/08/2020;43614717;0
21/08/2020;43708770;0
21/08/2020;43754770;0
21/08/2020;43800971;0
21/08/2020;43801037;31
21/08/2020;43804970;47
21/08/2020;43805037;0
21/08/2020;43810370;40
21/08/2020;43810704;40
21/08/2020;43819037;0
21/08/2020;43837970;53
21/08/2020;43956371;0
21/08/2020;43959170;50
21/08/2020;44023303;0
21/08/2020;44023970;0
21/08/2020;44024571;65
21/08/2020;44043537;43
21/08/2020;44106469;47
21/08/2020;44131470;0
21/08/2020;44148362;21
21/08/2020;44151829;0
21/08/2020;44159629;0
21/08/2020;44200362;0
21/08/2020;44200566;41
21/08/2020;44202129;0
21/08/2020;44202663;0
21/08/2020;44207196;37
21/08/2020;44228395;42
21/08/2020;44241995;44
21/08/2020;44352395;39
21/08/2020;44352862;0
21/08/2020;44356595;0
21/08/2020;44358996;46
21/08/2020;44400432;38
21/08/2020;44400497;47
21/08/2020;44412095;43
21/08/2020;44438495;0
21/08/2020;44443563;52
21/08/2020;44459495;59
21/08/2020;44513861;0
21/08/2020;44517662;0
21/08/2020;44541128;0
21/08/2020;44557394;56
21/08/2020;44601195;39
21/08/2020;44605161;35
21/08/2020;44607095;0
21/08/2020;44628362;45
21/08/2020;44632496;0
21/08/2020;44636161;0
21/08/2020;44703372;36
21/08/2020;44707973;42
21/08/2020;44751773;47
21/08/2020;44755906;0
21/08/2020;44757106;0
21/08/2020;44758907;39
21/08/2020;44800172;46
21/08/2020;44800508;0
21/08/2020;44801239;46
21/08/2020;44801806;0
21/08/2020;44819539;0
21/08/2020;44839273;0
21/08/2020;44841672;49
21/08/2020;44931605;0
21/08/2020;44946805;0
21/08/2020;44957539;52
21/08/2020;44959272;50
21/08/2020;45009238;38
21/08/2020;45011239;38
21/08/2020;45013039;43
21/08/2020;45020705;49
21/08/2020;45022972;0
21/08/2020;45023505;0
21/08/2020;45023906;0
21/08/2020;45035438;0
21/08/2020;45045772;37
21/08/2020;45117839;41
21/08/2020;45120573;0
21/08/2020;45129438;0
21/08/2020;45133571;45
21/08/2020;45138839;0
21/08/2020;45148177;0
21/08/2020;45149977;0
21/08/2020;45153176;0
21/08/2020;45153243;0
21/08/2020;45154309;0
21/08/2020;45158775;0
21/08/2020;45159311;0
21/08/2020;45204309;43
21/08/2020;45207976;0
21/08/2020;45209183;0
21/08/2020;45347176;0
21/08/2020;45353242;0
21/08/2020;45356308;0
21/08/2020;45359177;0
21/08/2020;45403675;43
21/08/2020;45404508;0
21/08/2020;45407309;40
21/08/2020;45415376;43
21/08/2020;45417010;39
21/08/2020;45423576;39
21/08/2020;45436308;0
21/08/2020;45441175;0
21/08/2020;45519442;43
21/08/2020;45549376;0
21/08/2020;45551108;44
21/08/2020;45552309;41
21/08/2020;45554842;0
21/08/2020;45556047;0
21/08/2020;45558013;48
21/08/2020;45558608;0
21/08/2020;45606608;0
21/08/2020;45611608;34
21/08/2020;45611708;34
21/08/2020;45612945;36
21/08/2020;45613742;0
21/08/2020;45614542;0
21/08/2020;45619778;0
21/08/2020;45620243;0
21/08/2020;45648954;0
21/08/2020;45705354;40
21/08/2020;45711354;0
21/08/2020;45716887;0
21/08/2020;45738887;50
21/08/2020;45747687;0
21/08/2020;45751687;0
21/08/2020;45757353;51
21/08/2020;45759320;37
21/08/2020;45803254;0
21/08/2020;45821787;0
21/08/2020;45833787;48
21/08/2020;45913187;0
21/08/2020;45928119;43
21/08/2020;45950586;43
21/08/2020;45958520;50
21/08/2020;50000086;0
21/08/2020;50002487;40
21/08/2020;50004220;41
21/08/2020;50006486;40
21/08/2020;50008823;34
21/08/2020;50034420;39
21/08/2020;50051386;37
21/08/2020;50126053;39
21/08/2020;50131023;0
21/08/2020;50156468;0
21/08/2020;50158601;0
21/08/2020;50202936;31
21/08/2020;50203402;44
21/08/2020;50206268;0
21/08/2020;50210201;0
21/08/2020;50211269;0
21/08/2020;50235068;0
21/08/2020;50349868;0
21/08/2020;50350602;0
21/08/2020;50352668;48
21/08/2020;50402069;0
21/08/2020;50407335;47
21/08/2020;50409868;0
21/08/2020;50411401;45
21/08/2020;50417068;0
21/08/2020;50429934;0
21/08/2020;50441801;0
21/08/2020;50508067;50
21/08/2020;50527801;0
21/08/2020;50550400;0
21/08/2020;50550734;0
21/08/2020;50551868;0
21/08/2020;50552204;0
21/08/2020;50556600;37
21/08/2020;50557637;43
21/08/2020;50558868;42
21/08/2020;50600835;0
21/08/2020;50601369;0
21/08/2020;50612074;53
21/08/2020;50613867;0
21/08/2020;50615868;48
21/08/2020;50619869;39
21/08/2020;50620435;48
21/08/2020;50623367;49
21/08/2020;50626167;0
21/08/2020;50630102;48
21/08/2020;50631035;0
21/08/2020;50631168;49
21/08/2020;50634767;0
21/08/2020;50643034;35
21/08/2020;50650740;36
21/08/2020;50653273;39
21/08/2020;50712940;0
21/08/2020;50746073;0
21/08/2020;50752073;0
21/08/2020;50752939;0
21/08/2020;50756610;44
21/08/2020;50757573;0
21/08/2020;50759309;47
21/08/2020;50800610;0
21/08/2020;50801540;0
21/08/2020;50801739;50
21/08/2020;50805273;0
21/08/2020;50807673;45
21/08/2020;50809074;0
21/08/2020;50811040;48
21/08/2020;50813707;43
21/08/2020;50818073;51
21/08/2020;50837140;0
21/08/2020;50850806;44
21/08/2020;50916539;37
21/08/2020;50922139;0
21/08/2020;50949541;0
21/08/2020;50950340;0
21/08/2020;50957539;0
21/08/2020;50959276;37
21/08/2020;50959939;45
21/08/2020;51001173;0
21/08/2020;51005174;0
21/08/2020;51009439;34
21/08/2020;51009572;34
21/08/2020;51011573;34
21/08/2020;51013573;0
21/08/2020;51019773;0
21/08/2020;51025174;0
21/08/2020;51030039;48
21/08/2020;51034506;0
21/08/2020;51040206;55
21/08/2020;51117941;36
21/08/2020;51118275;39
21/08/2020;51151798;0
21/08/2020;51152865;0
21/08/2020;51153132;47
21/08/2020;51153865;0
21/08/2020;51154799;0
21/08/2020;51157198;53
21/08/2020;51157465;49
21/08/2020;51158731;0
21/08/2020;51200901;56
21/08/2020;51205698;0
21/08/2020;51207232;0
21/08/2020;51210966;47
21/08/2020;51310831;43
21/08/2020;51348766;48
21/08/2020;51350166;0
21/08/2020;51350431;49
21/08/2020;51352631;0
21/08/2020;51353101;47
21/08/2020;51358364;47
21/08/2020;51400433;0
21/08/2020;51401031;40
21/08/2020;51401365;0
21/08/2020;51402765;0
21/08/2020;51408798;43
21/08/2020;51409933;33
21/08/2020;51414399;38
21/08/2020;51416798;0
21/08/2020;51418532;0
21/08/2020;51426598;43
21/08/2020;51429598;47
21/08/2020;51430398;47
21/08/2020;51450397;0
21/08/2020;51510731;0
21/08/2020;51516865;0
21/08/2020;51533131;37
21/08/2020;51549731;42
21/08/2020;51551198;0
21/08/2020;51552733;0
21/08/2020;51553198;0
21/08/2020;51554664;0
21/08/2020;51554797;48
21/08/2020;51555331;0
21/08/2020;51556070;0
21/08/2020;51558331;0
21/08/2020;51602331;48
21/08/2020;51604532;0
21/08/2020;51604865;0
21/08/2020;51605665;41
21/08/2020;51611398;0
21/08/2020;51611531;0
21/08/2020;51612331;0
21/08/2020;51619136;40
21/08/2020;51622531;0
21/08/2020;51623997;44
21/08/2020;51624398;0
21/08/2020;51625131;35
21/08/2020;51625535;51
21/08/2020;51631531;0
21/08/2020;51703891;0
21/08/2020;51704024;0
21/08/2020;51707957;0
21/08/2020;51708691;0
21/08/2020;51711357;0
21/08/2020;51731224;0
21/08/2020;51751490;28
21/08/2020;51751690;0
21/08/2020;51751891;28
21/08/2020;51753690;0
21/08/2020;51753959;41
21/08/2020;51756890;47
21/08/2020;51758091;50
21/08/2020;51758290;0
21/08/2020;51800690;0
21/08/2020;51801223;0
21/08/2020;51802157;0
21/08/2020;51803158;0
21/08/2020;51805623;42
21/08/2020;51808491;47
21/08/2020;51810290;35
21/08/2020;51810424;0
21/08/2020;51811258;0
21/08/2020;51811530;28
21/08/2020;51811858;0
21/08/2020;51812758;32
21/08/2020;51813126;32
21/08/2020;51813924;0
21/08/2020;51814723;0
21/08/2020;51823723;0
21/08/2020;51825191;0
21/08/2020;51827057;48
21/08/2020;51832256;38
21/08/2020;51833791;0
21/08/2020;51842058;36
21/08/2020;51842991;36
21/08/2020;51907523;0
21/08/2020;51914590;40
21/08/2020;51915459;47
21/08/2020;51925723;0
21/08/2020;51936057;45
21/08/2020;51952324;0
21/08/2020;51952790;0
21/08/2020;51959457;0
21/08/2020;51959857;57
21/08/2020;52000290;45
21/08/2020;52000459;0
21/08/2020;52000725;0
21/08/2020;52001723;45
21/08/2020;52002124;39
21/08/2020;52003191;71
21/08/2020;52003923;38
21/08/2020;52005427;0
21/08/2020;52009290;40
21/08/2020;52010290;39
21/08/2020;52013025;0
21/08/2020;52019623;0
21/08/2020;52022623;35
21/08/2020;52024823;0
21/08/2020;52025226;0
21/08/2020;52025957;0
21/08/2020;52027756;47
21/08/2020;52042691;41
21/08/2020;52100689;0
21/08/2020;52105758;0
21/08/2020;52118423;39
21/08/2020;52134490;0
21/08/2020;52147823;46
21/08/2020;52148023;0
21/08/2020;52150160;0
21/08/2020;52151223;0
21/08/2020;52152690;0
21/08/2020;52152823;0
21/08/2020;52152957;0
21/08/2020;52154475;46
21/08/2020;52156241;46
21/08/2020;52157175;0
21/08/2020;52157941;42
21/08/2020;52158775;48
21/08/2020;52158975;0
21/08/2020;52159780;0
21/08/2020;52201845;0
21/08/2020;52202708;0
21/08/2020;52204575;46
21/08/2020;52205509;0
21/08/2020;52207175;0
21/08/2020;52215645;45
21/08/2020;52219941;48
21/08/2020;52230475;0
21/08/2020;52233542;51
21/08/2020;52235475;41
21/08/2020;52237379;65
21/08/2020;52237711;65
21/08/2020;52238442;65
21/08/2020;52240476;38
21/08/2020;52242741;0
21/08/2020;52303274;37
21/08/2020;52309276;42
21/08/2020;52311408;42
21/08/2020;52314143;49
21/08/2020;52329941;0
21/08/2020;52339074;0
21/08/2020;52349408;0
21/08/2020;52352475;0
21/08/2020;52352675;0
21/08/2020;52354542;50
21/08/2020;52355475;0
21/08/2020;52355675;0
21/08/2020;52356676;43
21/08/2020;52357141;0
21/08/2020;52357409;0
21/08/2020;52358275;0
21/08/2020;52400874;0
21/08/2020;52402143;42
21/08/2020;52403408;42
21/08/2020;52404308;0
21/08/2020;52404942;0
21/08/2020;52405142;42
21/08/2020;52410207;0
21/08/2020;52412809;36
21/08/2020;52412941;36
21/08/2020;52414509;0
21/08/2020;52414780;38
21/08/2020;52415309;0
21/08/2020;52415644;0
21/08/2020;52416842;0
21/08/2020;52421307;46
21/08/2020;52421374;49
21/08/2020;52422774;49
21/08/2020;52423242;0
21/08/2020;52424907;42
21/08/2020;52425874;50
21/08/2020;52426708;49
21/08/2020;52427274;83
21/08/2020;52428375;49
21/08/2020;52430774;48
21/08/2020;52433575;27
21/08/2020;52435974;0
21/08/2020;52437241;48
21/08/2020;52440574;46
21/08/2020;52454375;39
21/08/2020;52515507;48
21/08/2020;52516176;0
21/08/2020;52519109;50
21/08/2020;52528708;0
21/08/2020;52551774;0
21/08/2020;52551976;0
21/08/2020;52553107;47
21/08/2020;52554374;0
21/08/2020;52554507;52
21/08/2020;52554508;0
21/08/2020;52555574;0
21/08/2020;52556043;0
21/08/2020;52556507;46
21/08/2020;52556974;43
21/08/2020;52557508;0
21/08/2020;52557775;50
21/08/2020;52558043;44
21/08/2020;52559115;47
21/08/2020;52600574;46
21/08/2020;52603875;37
21/08/2020;52610275;44
21/08/2020;52614141;47
21/08/2020;52614207;43
21/08/2020;52614542;0
21/08/2020;52616075;0
21/08/2020;52616343;0
21/08/2020;52616608;0
21/08/2020;52617874;51
21/08/2020;52618208;0
21/08/2020;52619607;51
21/08/2020;52621541;0
21/08/2020;52631874;0
21/08/2020;52703952;0
21/08/2020;52731551;0
21/08/2020;52740784;0
21/08/2020;52748384;0
21/08/2020;52749851;0
21/08/2020;52750651;0
21/08/2020;52753118;43
21/08/2020;52755851;42
21/08/2020;52757184;0
21/08/2020;52757653;0
21/08/2020;52758517;41
21/08/2020;52758686;24
21/08/2020;52759022;41
21/08/2020;52759351;24
21/08/2020;52759786;40
21/08/2020;52800417;0
21/08/2020;52800685;0
21/08/2020;52801621;42
21/08/2020;52802751;0
21/08/2020;52803417;0
21/08/2020;52804317;38
21/08/2020;52806284;0
21/08/2020;52807618;0
21/08/2020;52807751;0
21/08/2020;52808884;36
21/08/2020;52809951;45
21/08/2020;52812317;0
21/08/2020;52812720;0
21/08/2020;52813184;0
21/08/2020;52818051;0
21/08/2020;52818720;0
21/08/2020;52827987;44
21/08/2020;52830650;0
21/08/2020;52831450;0
21/08/2020;52838584;52
21/08/2020;52905052;0
21/08/2020;52912051;0
21/08/2020;52928383;44
21/08/2020;52935783;44
21/08/2020;52956450;0
21/08/2020;52956789;0
21/08/2020;52957784;0
21/08/2020;52958117;0
21/08/2020;52958651;43
21/08/2020;52959051;0
21/08/2020;52959453;0
21/08/2020;53001250;0
21/08/2020;53001985;47
21/08/2020;53003117;47
21/08/2020;53004292;47
21/08/2020;53004850;0
21/08/2020;53005817;40
21/08/2020;53006451;43
21/08/2020;53006651;47
21/08/2020;53006917;43
21/08/2020;53007450;42
21/08/2020;53008551;44
21/08/2020;53010117;48
21/08/2020;53010819;38
21/08/2020;53011354;0
21/08/2020;53011418;0
21/08/2020;53012952;0
21/08/2020;53013017;0
21/08/2020;53014283;0
21/08/2020;53015151;0
21/08/2020;53017950;0
21/08/2020;53018418;0
21/08/2020;53019484;0
21/08/2020;53021152;0
21/08/2020;53021488;0
21/08/2020;53024417;0
21/08/2020;53027816;40
21/08/2020;53033051;37
21/08/2020;53037052;39
21/08/2020;53038951;38
21/08/2020;53100717;0
21/08/2020;53101650;45
21/08/2020;53102584;0
21/08/2020;53137250;0
21/08/2020;53148584;0
21/08/2020;53151317;0
21/08/2020;53153650;0
21/08/2020;53153716;46
21/08/2020;53154350;0
21/08/2020;53154617;0
21/08/2020;53154683;0
21/08/2020;53156751;0
21/08/2020;53157616;0
21/08/2020;53202308;42
21/08/2020;53203941;0
21/08/2020;53204140;33
21/08/2020;53204141;38
21/08/2020;53204646;33
21/08/2020;53205616;32
21/08/2020;53205674;20
21/08/2020;53206679;36
21/08/2020;53207174;34
21/08/2020;53207843;0
21/08/2020;53208243;0
21/08/2020;53208374;0
21/08/2020;53208841;0
21/08/2020;53210108;44
21/08/2020;53210841;0
21/08/2020;53215409;31
21/08/2020;53215541;0
21/08/2020;53216741;42
21/08/2020;53217684;0
21/08/2020;53217879;0
21/08/2020;53220873;0
21/08/2020;53221608;43
21/08/2020;53224073;43
21/08/2020;53228875;62
21/08/2020;53228876;62
21/08/2020;53229276;39
21/08/2020;53241274;41
21/08/2020;53241482;41
21/08/2020;53241609;41
21/08/2020;53310742;0
21/08/2020;53313274;0
21/08/2020;53314073;41
21/08/2020;53320073;0
21/08/2020;53352543;52
21/08/2020;53353541;0
21/08/2020;53354007;48
21/08/2020;53354142;48
21/08/2020;53354340;46
21/08/2020;53355073;48
21/08/2020;53355479;0
21/08/2020;53356808;48
21/08/2020;53357140;0
21/08/2020;53402074;0
21/08/2020;53403207;49
21/08/2020;53405473;65
21/08/2020;53408807;0
21/08/2020;53412340;0
21/08/2020;53412740;0
21/08/2020;53420473;47
21/08/2020;53421406;0
21/08/2020;53423274;43
21/08/2020;53424775;0
21/08/2020;53425507;44
21/08/2020;53431507;41
21/08/2020;53432375;0
21/08/2020;53436507;0
21/08/2020;53437241;0
21/08/2020;53444373;90
21/08/2020;53446373;53
21/08/2020;53503507;0
21/08/2020;53510973;44
21/08/2020;53511174;0
21/08/2020;53512840;40
21/08/2020;53513840;38
21/08/2020;53547074;0
21/08/2020;53551673;42
21/08/2020;53552840;0
21/08/2020;53553507;0
21/08/2020;53554706;0
21/08/2020;53554707;47
21/08/2020;53555041;0
21/08/2020;53556274;0
21/08/2020;53557474;48
21/08/2020;53557742;0
21/08/2020;53558874;0
21/08/2020;53559073;46
21/08/2020;53600006;0
21/08/2020;53600007;0
21/08/2020;53602074;42
21/08/2020;53602576;46
21/08/2020;53603406;32
21/08/2020;53603906;60
21/08/2020;53605045;37
21/08/2020;53605641;38
21/08/2020;53605839;38
21/08/2020;53606373;44
21/08/2020;53606506;28
21/08/2020;53606774;0
21/08/2020;53607116;44
21/08/2020;53608239;43
21/08/2020;53609540;41
21/08/2020;53610240;35
21/08/2020;53610539;0
21/08/2020;53612407;45
21/08/2020;53612875;45
21/08/2020;53615941;39
21/08/2020;53616340;0
21/08/2020;53623539;0
21/08/2020;53624013;42
21/08/2020;53624640;44
21/08/2020;53630640;47
21/08/2020;53636639;0
21/08/2020;53638573;0
21/08/2020;53707859;0
21/08/2020;53710659;0
21/08/2020;53719793;17
21/08/2020;53720059;0
21/08/2020;53727259;32
21/08/2020;53741525;0
21/08/2020;53743126;0
21/08/2020;53751659;0
21/08/2020;53752094;38
21/08/2020;53752158;0
21/08/2020;53753525;38
21/08/2020;53754926;0
21/08/2020;53756058;42
21/08/2020;53756594;42
21/08/2020;53756725;0
21/08/2020;53757207;0
21/08/2020;53758259;0
21/08/2020;53758392;0
21/08/2020;53759259;0
21/08/2020;53800194;40
21/08/2020;53800659;57
21/08/2020;53801293;57
21/08/2020;53801794;0
21/08/2020;53802725;0
21/08/2020;53802859;0
21/08/2020;53803198;0
21/08/2020;53803993;0
21/08/2020;53806593;46
21/08/2020;53810292;0
21/08/2020;53811225;0
21/08/2020;53811559;44
21/08/2020;53812958;0
21/08/2020;53813095;0
21/08/2020;53815359;0
21/08/2020;53819292;0
21/08/2020;53820360;49
21/08/2020;53825092;35
21/08/2020;53825225;56
21/08/2020;53826733;53
21/08/2020;53830726;41
21/08/2020;53830795;41
21/08/2020;53831659;41
21/08/2020;53833059;39
21/08/2020;53906658;0
21/08/2020;53909458;55
21/08/2020;53910060;0
21/08/2020;53918725;0
21/08/2020;53925092;0
21/08/2020;53931025;0
21/08/2020;53943425;0
21/08/2020;53950825;0
21/08/2020;53953625;43
21/08/2020;53954527;0
21/08/2020;53955126;0
21/08/2020;53956258;0
21/08/2020;53957059;0
21/08/2020;53957258;0
21/08/2020;53958325;0
21/08/2020;53959261;0
21/08/2020;53959525;50
21/08/2020;53959658;0
21/08/2020;54001659;0
