FECHA;HORA;VELOCIDAD
21/08/2020;105519106;37
21/08/2020;105521739;0
21/08/2020;105522207;47
21/08/2020;105524007;53
21/08/2020;105529441;45
21/08/2020;105532973;47
21/08/2020;105532974;0
21/08/2020;105533973;44
21/08/2020;105535374;49
21/08/2020;105535940;49
21/08/2020;105536807;51
21/08/2020;105542540;41
21/08/2020;105544877;54
21/08/2020;105546441;39
21/08/2020;105547475;43
21/08/2020;105547841;39
21/08/2020;105549907;53
21/08/2020;105550739;53
21/08/2020;105552074;38
21/08/2020;105552673;48
21/08/2020;105553374;39
21/08/2020;105554341;51
21/08/2020;105554741;41
21/08/2020;105554742;41
21/08/2020;105554743;51
21/08/2020;105555208;41
21/08/2020;105555776;48
21/08/2020;105556573;41
21/08/2020;105557340;0
21/08/2020;105559642;41
21/08/2020;105600707;0
21/08/2020;105602073;30
21/08/2020;105603039;56
21/08/2020;105604406;56
21/08/2020;105604708;39
21/08/2020;105605439;0
21/08/2020;105605940;38
21/08/2020;105607473;40
21/08/2020;105609207;61
21/08/2020;105609807;45
21/08/2020;105610940;48
21/08/2020;105612607;0
21/08/2020;105615273;53
21/08/2020;105615473;39
21/08/2020;105618539;0
21/08/2020;105618540;43
21/08/2020;105620873;38
21/08/2020;105622973;42
21/08/2020;105625206;0
21/08/2020;105628873;49
21/08/2020;105629211;68
21/08/2020;105630340;48
21/08/2020;105633873;51
21/08/2020;105715175;44
21/08/2020;105715372;0
21/08/2020;105717607;42
21/08/2020;105719373;0
21/08/2020;105728106;0
21/08/2020;105730939;48
21/08/2020;105733039;45
21/08/2020;105734507;21
21/08/2020;105734606;55
21/08/2020;105734875;55
21/08/2020;105735408;21
21/08/2020;105736472;38
21/08/2020;105737472;40
21/08/2020;105738540;40
21/08/2020;105749106;39
21/08/2020;105754639;49
21/08/2020;105756074;48
21/08/2020;105757106;47
21/08/2020;105758841;37
21/08/2020;105800273;0
21/08/2020;105800739;47
21/08/2020;105802373;43
21/08/2020;105805206;51
21/08/2020;105806606;47
21/08/2020;105807806;41
21/08/2020;105809874;44
21/08/2020;105810640;44
21/08/2020;105811107;44
21/08/2020;105812006;46
21/08/2020;105813775;0
21/08/2020;105814340;48
21/08/2020;105819206;48
21/08/2020;105820774;44
21/08/2020;105825106;50
21/08/2020;105825773;34
21/08/2020;105827240;36
21/08/2020;105827473;54
21/08/2020;105828507;34
21/08/2020;105828740;68
21/08/2020;105829207;34
21/08/2020;105829506;34
21/08/2020;105829973;31
21/08/2020;105830308;31
21/08/2020;105830944;47
21/08/2020;105831340;31
21/08/2020;105840539;0
21/08/2020;105844439;44
21/08/2020;105904972;42
21/08/2020;105909640;80
21/08/2020;105912472;64
21/08/2020;105913040;43
21/08/2020;105916806;0
21/08/2020;105926605;48
21/08/2020;105927506;42
21/08/2020;105929145;42
21/08/2020;105930739;42
21/08/2020;105931106;41
21/08/2020;105932739;49
21/08/2020;105938972;48
21/08/2020;105945416;40
21/08/2020;105946383;50
21/08/2020;105953982;0
21/08/2020;105954117;40
21/08/2020;105956485;49
21/08/2020;105956549;53
21/08/2020;105956750;49
21/08/2020;105958683;49
21/08/2020;105959749;49
21/08/2020;110001716;43
21/08/2020;110002516;51
21/08/2020;110002849;40
21/08/2020;110004151;40
21/08/2020;110004416;40
21/08/2020;110005117;37
21/08/2020;110006416;75
21/08/2020;110006654;75
21/08/2020;110006815;34
21/08/2020;110007050;41
21/08/2020;110007051;0
21/08/2020;110009119;0
21/08/2020;110009184;45
21/08/2020;110011786;45
21/08/2020;110011849;0
21/08/2020;110014549;45
21/08/2020;110021415;45
21/08/2020;110025916;53
21/08/2020;110028319;40
21/08/2020;110032515;60
21/08/2020;110035883;50
21/08/2020;110037215;50
21/08/2020;110105115;49
21/08/2020;110108682;48
21/08/2020;110111048;0
21/08/2020;110113249;47
21/08/2020;110115516;61
21/08/2020;110116449;44
21/08/2020;110116718;44
21/08/2020;110117252;43
21/08/2020;110118451;43
21/08/2020;110118683;48
21/08/2020;110121882;43
21/08/2020;110122882;39
21/08/2020;110127282;43
21/08/2020;110131849;33
21/08/2020;110138682;0
21/08/2020;110140029;0
21/08/2020;110140849;44
21/08/2020;110142082;37
21/08/2020;110153382;0
21/08/2020;110154850;0
21/08/2020;110157082;36
21/08/2020;110310182;54
21/08/2020;110312081;0
21/08/2020;110315948;52
21/08/2020;110320115;45
21/08/2020;110320915;51
21/08/2020;110322849;0
21/08/2020;110324849;46
21/08/2020;110327982;41
21/08/2020;110332282;0
21/08/2020;110333382;46
21/08/2020;110334748;46
21/08/2020;110336015;42
21/08/2020;110339115;0
21/08/2020;110340848;46
21/08/2020;110344048;56
21/08/2020;110348015;0
21/08/2020;110349288;49
21/08/2020;110349848;34
21/08/2020;110350082;0
21/08/2020;110350949;46
21/08/2020;110352448;46
21/08/2020;110352581;47
21/08/2020;110353117;40
21/08/2020;110354917;41
21/08/2020;110355682;41
21/08/2020;110356749;44
21/08/2020;110356950;0
21/08/2020;110357148;44
21/08/2020;110357982;44
21/08/2020;110358548;44
21/08/2020;110358748;47
21/08/2020;110400349;44
21/08/2020;110400415;87
21/08/2020;110401626;43
21/08/2020;110402683;49
21/08/2020;110403615;46
21/08/2020;110406148;38
21/08/2020;110406149;45
21/08/2020;110406754;45
21/08/2020;110407848;0
21/08/2020;110408515;28
21/08/2020;110408950;28
21/08/2020;110409149;28
21/08/2020;110409249;33
21/08/2020;110410048;28
21/08/2020;110410384;0
21/08/2020;110410623;37
21/08/2020;110411881;47
21/08/2020;110414148;0
21/08/2020;110414548;42
21/08/2020;110415915;43
21/08/2020;110415984;0
21/08/2020;110416948;51
21/08/2020;110417516;49
21/08/2020;110418816;44
21/08/2020;110419284;39
21/08/2020;110420748;0
21/08/2020;110421048;41
21/08/2020;110421581;0
21/08/2020;110422482;41
21/08/2020;110423649;37
21/08/2020;110424550;0
21/08/2020;110424916;27
21/08/2020;110425648;38
21/08/2020;110426549;38
21/08/2020;110427415;40
21/08/2020;110427882;41
21/08/2020;110428682;37
21/08/2020;110429416;40
21/08/2020;110430981;39
21/08/2020;110432182;82
21/08/2020;110432315;31
21/08/2020;110433981;36
21/08/2020;110435048;35
21/08/2020;110435915;34
21/08/2020;110437148;20
21/08/2020;110437582;42
21/08/2020;110438217;23
21/08/2020;110438921;37
21/08/2020;110441248;0
21/08/2020;110443982;37
21/08/2020;110446482;0
21/08/2020;110447286;36
21/08/2020;110508419;40
21/08/2020;110514719;37
21/08/2020;110520153;42
21/08/2020;110522290;43
21/08/2020;110523591;44
21/08/2020;110525186;44
21/08/2020;110525452;31
21/08/2020;110526053;53
21/08/2020;110526956;31
21/08/2020;110530553;51
21/08/2020;110534219;0
21/08/2020;110534319;51
21/08/2020;110537052;53
21/08/2020;110537253;54
21/08/2020;110539122;55
21/08/2020;110539319;57
21/08/2020;110541719;0
21/08/2020;110546453;53
21/08/2020;110554020;49
21/08/2020;110554887;42
21/08/2020;110557154;0
21/08/2020;110557386;47
21/08/2020;110559486;0
21/08/2020;110600093;0
21/08/2020;110600186;48
21/08/2020;110601652;49
21/08/2020;110602620;52
21/08/2020;110603285;38
21/08/2020;110603386;38
21/08/2020;110603623;0
21/08/2020;110604686;43
21/08/2020;110605252;48
21/08/2020;110607219;45
21/08/2020;110609719;46
21/08/2020;110610819;45
21/08/2020;110611453;47
21/08/2020;110613819;42
21/08/2020;110614619;47
21/08/2020;110615219;45
21/08/2020;110616687;47
21/08/2020;110617288;51
21/08/2020;110617289;51
21/08/2020;110617989;51
21/08/2020;110617990;45
21/08/2020;110618421;51
21/08/2020;110620119;44
21/08/2020;110634286;58
21/08/2020;110636885;0
21/08/2020;110637152;0
21/08/2020;110639652;44
21/08/2020;110644952;0
21/08/2020;110711519;0
21/08/2020;110714619;43
21/08/2020;110715852;37
21/08/2020;110720386;53
21/08/2020;110722119;45
21/08/2020;110723886;52
21/08/2020;110726085;0
21/08/2020;110728352;48
21/08/2020;110732086;45
21/08/2020;110734219;50
21/08/2020;110736418;0
21/08/2020;110736586;37
21/08/2020;110739553;50
21/08/2020;110739687;0
21/08/2020;110745919;34
21/08/2020;110746820;44
21/08/2020;110748086;44
21/08/2020;110748152;55
21/08/2020;110749288;53
21/08/2020;110749385;0
21/08/2020;110750358;44
21/08/2020;110753319;59
21/08/2020;110755122;37
21/08/2020;110755519;37
21/08/2020;110758719;37
21/08/2020;110800585;43
21/08/2020;110802585;45
21/08/2020;110802985;0
21/08/2020;110803891;52
21/08/2020;110805319;51
21/08/2020;110806019;30
21/08/2020;110806552;44
21/08/2020;110807252;28
21/08/2020;110807553;30
21/08/2020;110808252;44
21/08/2020;110811885;0
21/08/2020;110812285;41
21/08/2020;110814818;0
21/08/2020;110815920;43
21/08/2020;110816719;39
21/08/2020;110817122;0
21/08/2020;110818853;41
21/08/2020;110820287;40
21/08/2020;110822185;44
21/08/2020;110822519;0
21/08/2020;110823286;42
21/08/2020;110824619;39
21/08/2020;110828752;36
21/08/2020;110830885;0
21/08/2020;110834552;45
21/08/2020;110838685;45
21/08/2020;110843053;21
21/08/2020;110843252;45
21/08/2020;110844253;21
21/08/2020;110845318;50
21/08/2020;110845685;48
21/08/2020;110846786;42
21/08/2020;110907385;47
21/08/2020;110910787;53
21/08/2020;110911286;54
21/08/2020;110912756;0
21/08/2020;110921185;0
21/08/2020;110923751;51
21/08/2020;110927652;53
21/08/2020;110934118;41
21/08/2020;110935320;48
21/08/2020;110935653;38
21/08/2020;110938885;42
21/08/2020;110943785;42
21/08/2020;110944719;44
21/08/2020;110945185;40
21/08/2020;110946818;0
21/08/2020;110946819;39
21/08/2020;110950315;39
21/08/2020;110953148;0
21/08/2020;110954483;46
21/08/2020;110955481;44
21/08/2020;110956055;41
21/08/2020;110956448;41
21/08/2020;110958148;42
21/08/2020;110959548;42
21/08/2020;111000149;33
21/08/2020;111001481;42
21/08/2020;111002081;50
21/08/2020;111002648;43
21/08/2020;111004748;49
21/08/2020;111006158;43
21/08/2020;111007148;36
21/08/2020;111008916;39
21/08/2020;111012549;41
21/08/2020;111013448;48
21/08/2020;111013915;41
21/08/2020;111021349;51
21/08/2020;111021415;57
21/08/2020;111022715;44
21/08/2020;111024514;0
21/08/2020;111026249;53
21/08/2020;111030247;53
21/08/2020;111035419;44
21/08/2020;111039615;50
21/08/2020;111045215;37
21/08/2020;111049181;48
21/08/2020;111110281;0
21/08/2020;111114181;50
21/08/2020;111114747;50
21/08/2020;111115581;44
21/08/2020;111116815;47
21/08/2020;111117815;43
21/08/2020;111120982;0
21/08/2020;111134081;42
21/08/2020;111135581;45
21/08/2020;111138882;38
21/08/2020;111139281;54
21/08/2020;111142981;35
21/08/2020;111142982;0
21/08/2020;111145414;47
21/08/2020;111151514;0
21/08/2020;111155381;20
21/08/2020;111155647;45
21/08/2020;111156914;41
21/08/2020;111157781;50
21/08/2020;111157782;44
21/08/2020;111159218;44
21/08/2020;111200280;47
21/08/2020;111201348;42
21/08/2020;111201717;50
21/08/2020;111202721;42
21/08/2020;111203515;49
21/08/2020;111204515;47
21/08/2020;111205814;50
21/08/2020;111207358;44
21/08/2020;111208347;40
21/08/2020;111209783;40
21/08/2020;111209784;48
21/08/2020;111210682;0
21/08/2020;111210683;0
21/08/2020;111211481;47
21/08/2020;111213181;50
21/08/2020;111213881;46
21/08/2020;111214681;49
21/08/2020;111215914;49
21/08/2020;111216482;0
21/08/2020;111216780;46
21/08/2020;111217981;0
21/08/2020;111223780;52
21/08/2020;111225547;48
21/08/2020;111237114;47
21/08/2020;111240148;58
21/08/2020;111240550;0
21/08/2020;111246080;40
21/08/2020;111309147;43
21/08/2020;111309847;43
21/08/2020;111311347;34
21/08/2020;111315314;54
21/08/2020;111316381;45
21/08/2020;111318181;49
21/08/2020;111326614;49
21/08/2020;111330080;46
21/08/2020;111331914;39
21/08/2020;111333547;42
21/08/2020;111333647;42
21/08/2020;111335380;46
21/08/2020;111337247;44
21/08/2020;111337882;48
21/08/2020;111339447;48
21/08/2020;111340014;51
21/08/2020;111341455;0
21/08/2020;111343314;43
21/08/2020;111345147;56
21/08/2020;111345881;38
21/08/2020;111351381;0
21/08/2020;111351681;39
21/08/2020;111351815;39
21/08/2020;111354080;47
21/08/2020;111354781;48
21/08/2020;111356414;56
21/08/2020;111356683;44
21/08/2020;111358347;38
21/08/2020;111401080;40
21/08/2020;111402547;40
21/08/2020;111403080;47
21/08/2020;111405080;39
21/08/2020;111407781;39
21/08/2020;111410247;40
21/08/2020;111410414;0
21/08/2020;111412880;0
21/08/2020;111413647;37
21/08/2020;111414080;51
21/08/2020;111416881;59
21/08/2020;111417980;0
21/08/2020;111419614;54
21/08/2020;111420816;54
21/08/2020;111421315;0
21/08/2020;111423247;48
21/08/2020;111426280;46
21/08/2020;111429147;53
21/08/2020;111431313;47
21/08/2020;111431580;0
21/08/2020;111435447;44
21/08/2020;111437814;47
21/08/2020;111442981;51
21/08/2020;111444380;0
21/08/2020;111507496;39
21/08/2020;111512430;45
21/08/2020;111513632;50
21/08/2020;111516763;0
21/08/2020;111519163;48
21/08/2020;111521930;0
21/08/2020;111522130;45
21/08/2020;111522396;45
21/08/2020;111522698;50
21/08/2020;111522699;45
21/08/2020;111522996;45
21/08/2020;111523729;0
21/08/2020;111525430;46
21/08/2020;111526763;47
21/08/2020;111609595;38
21/08/2020;111610429;32
21/08/2020;111610430;38
21/08/2020;111610663;0
21/08/2020;111610996;46
21/08/2020;111611334;46
21/08/2020;111611335;46
21/08/2020;111612032;42
21/08/2020;111612301;21
21/08/2020;111612766;42
21/08/2020;111614096;0
21/08/2020;111614395;47
21/08/2020;111614596;0
21/08/2020;111616162;0
21/08/2020;111616929;34
21/08/2020;111617231;41
21/08/2020;111618963;37
21/08/2020;111619099;76
21/08/2020;111620330;41
21/08/2020;111621230;27
21/08/2020;111621429;27
21/08/2020;111621662;38
21/08/2020;111622163;0
21/08/2020;111622263;27
21/08/2020;111622902;36
21/08/2020;111624231;37
21/08/2020;111625762;37
21/08/2020;111625862;0
21/08/2020;111627730;30
21/08/2020;111627804;0
21/08/2020;111630329;44
21/08/2020;111631163;41
21/08/2020;111632629;0
21/08/2020;111633262;0
21/08/2020;111634963;41
21/08/2020;111635262;0
21/08/2020;111637329;0
21/08/2020;111651762;53
21/08/2020;111714762;52
21/08/2020;111716129;51
21/08/2020;111721364;0
21/08/2020;111724195;46
21/08/2020;111727731;27
21/08/2020;111729295;47
21/08/2020;111730562;0
21/08/2020;111731062;43
21/08/2020;111732430;43
21/08/2020;111734495;0
21/08/2020;111735897;44
21/08/2020;111737365;40
21/08/2020;111737462;43
21/08/2020;111739665;45
21/08/2020;111741763;47
21/08/2020;111744096;0
21/08/2020;111744630;30
21/08/2020;111746495;49
21/08/2020;111748162;51
21/08/2020;111749162;50
21/08/2020;111752062;0
21/08/2020;111752163;47
21/08/2020;111753030;50
21/08/2020;111755062;33
21/08/2020;111757328;0
21/08/2020;111758129;0
21/08/2020;111758130;47
21/08/2020;111758528;0
21/08/2020;111758797;0
21/08/2020;111801263;0
21/08/2020;111801372;45
21/08/2020;111802995;37
21/08/2020;111803596;37
21/08/2020;111804962;18
21/08/2020;111805596;0
21/08/2020;111805729;0
21/08/2020;111805996;38
21/08/2020;111805997;0
21/08/2020;111808662;49
21/08/2020;111809895;41
21/08/2020;111810596;48
21/08/2020;111812363;36
21/08/2020;111812696;0
21/08/2020;111813799;38
21/08/2020;111813962;6
21/08/2020;111816462;39
21/08/2020;111818228;38
21/08/2020;111828795;44
21/08/2020;111829462;38
21/08/2020;111831264;40
21/08/2020;111831729;48
21/08/2020;111842362;46
21/08/2020;111855695;55
21/08/2020;111911161;47
21/08/2020;111912297;47
21/08/2020;111917362;36
21/08/2020;111917462;48
21/08/2020;111918730;36
21/08/2020;111919128;38
21/08/2020;111919795;47
21/08/2020;111923662;52
21/08/2020;111928762;57
21/08/2020;111931362;49
21/08/2020;111932896;43
21/08/2020;111938497;41
21/08/2020;111939929;0
21/08/2020;111940762;47
21/08/2020;111950995;49
21/08/2020;111952368;0
21/08/2020;111955469;46
21/08/2020;111958236;44
21/08/2020;112000436;45
21/08/2020;112000903;46
21/08/2020;112001705;45
21/08/2020;112002273;46
21/08/2020;112003302;49
21/08/2020;112003436;32
21/08/2020;112004370;42
21/08/2020;112004470;40
21/08/2020;112004904;46
21/08/2020;112006636;49
21/08/2020;112007270;42
21/08/2020;112009271;42
21/08/2020;112010069;42
21/08/2020;112010470;42
21/08/2020;112012069;0
21/08/2020;112012969;41
21/08/2020;112015136;0
21/08/2020;112015369;43
21/08/2020;112016272;43
21/08/2020;112017703;40
21/08/2020;112020970;0
21/08/2020;112025002;28
21/08/2020;112025571;0
21/08/2020;112031769;38
21/08/2020;112032638;58
21/08/2020;112036835;53
21/08/2020;112041970;44
21/08/2020;112042069;0
21/08/2020;112115802;46
21/08/2020;112116203;46
21/08/2020;112116677;46
21/08/2020;112117269;44
21/08/2020;112122036;53
21/08/2020;112122535;37
21/08/2020;112122902;50
21/08/2020;112123369;35
21/08/2020;112129070;43
21/08/2020;112129137;0
21/08/2020;112130302;44
21/08/2020;112131335;47
21/08/2020;112132202;39
21/08/2020;112132813;39
21/08/2020;112137636;44
21/08/2020;112139802;52
21/08/2020;112141137;46
21/08/2020;112142869;44
21/08/2020;112144237;49
21/08/2020;112145738;8
21/08/2020;112146035;0
21/08/2020;112147902;47
21/08/2020;112149636;44
21/08/2020;112151036;0
21/08/2020;112154603;49
21/08/2020;112155368;49
21/08/2020;112155835;42
21/08/2020;112157969;44
21/08/2020;112200170;47
21/08/2020;112200235;0
21/08/2020;112202170;54
21/08/2020;112203470;52
21/08/2020;112203471;35
21/08/2020;112203908;0
21/08/2020;112204070;52
21/08/2020;112205403;50
21/08/2020;112206436;54
21/08/2020;112208670;0
21/08/2020;112210602;49
21/08/2020;112211235;34
21/08/2020;112218269;48
21/08/2020;112219174;47
21/08/2020;112220237;50
21/08/2020;112220736;50
21/08/2020;112224702;0
21/08/2020;112224868;39
21/08/2020;112231870;50
21/08/2020;112235968;0
21/08/2020;112236635;46
21/08/2020;112240469;0
21/08/2020;112240606;0
21/08/2020;112313936;51
21/08/2020;112315269;53
21/08/2020;112319235;68
21/08/2020;112322837;0
21/08/2020;112325236;0
21/08/2020;112329336;50
21/08/2020;112331501;0
21/08/2020;112332770;33
21/08/2020;112334902;0
21/08/2020;112337202;42
21/08/2020;112338736;37
21/08/2020;112338968;37
21/08/2020;112341636;42
21/08/2020;112345203;42
21/08/2020;112350635;53
21/08/2020;112351735;50
21/08/2020;112354902;46
21/08/2020;112356236;48
21/08/2020;112356635;0
21/08/2020;112356936;0
21/08/2020;112358435;37
21/08/2020;112400003;43
21/08/2020;112402868;43
21/08/2020;112403735;42
21/08/2020;112404468;0
21/08/2020;112404469;38
21/08/2020;112405237;42
21/08/2020;112405801;0
21/08/2020;112406637;51
21/08/2020;112407869;36
21/08/2020;112408069;36
21/08/2020;112408868;36
21/08/2020;112410303;41
21/08/2020;112410902;41
21/08/2020;112411235;42
21/08/2020;112411902;57
21/08/2020;112412501;42
21/08/2020;112413038;39
21/08/2020;112413968;40
21/08/2020;112414635;48
21/08/2020;112418769;52
21/08/2020;112422268;39
21/08/2020;112423603;35
21/08/2020;112424669;37
21/08/2020;112428502;43
21/08/2020;112429135;0
21/08/2020;112433001;42
21/08/2020;112435768;51
21/08/2020;112437837;48
21/08/2020;112440268;44
21/08/2020;112509359;0
21/08/2020;112509857;43
21/08/2020;112516190;54
21/08/2020;112519891;48
21/08/2020;112521324;50
21/08/2020;112523657;0
21/08/2020;112525094;56
21/08/2020;112527225;44
21/08/2020;112530890;32
21/08/2020;112532223;37
21/08/2020;112534623;15
21/08/2020;112534957;41
21/08/2020;112536923;49
21/08/2020;112537325;0
21/08/2020;112543124;0
21/08/2020;112546857;42
21/08/2020;112547990;0
21/08/2020;112548257;53
21/08/2020;112550123;51
21/08/2020;112551524;47
21/08/2020;112553458;42
21/08/2020;112553824;49
21/08/2020;112554926;47
21/08/2020;112555692;47
21/08/2020;112555693;0
21/08/2020;112555990;47
21/08/2020;112558590;50
21/08/2020;112604457;23
21/08/2020;112605024;23
21/08/2020;112605224;45
21/08/2020;112605760;45
21/08/2020;112606657;68
21/08/2020;112606957;39
21/08/2020;112607324;39
21/08/2020;112608757;40
21/08/2020;112609027;0
21/08/2020;112609123;40
21/08/2020;112609457;40
21/08/2020;112610424;0
21/08/2020;112610563;41
21/08/2020;112612027;47
21/08/2020;112613590;43
21/08/2020;112615492;40
21/08/2020;112617390;54
21/08/2020;112619290;0
21/08/2020;112619358;0
21/08/2020;112620290;46
21/08/2020;112621124;0
21/08/2020;112623257;40
21/08/2020;112624490;49
21/08/2020;112625090;51
21/08/2020;112630559;0
21/08/2020;112635457;53
21/08/2020;112640523;40
21/08/2020;112644223;0
21/08/2020;112645757;41
21/08/2020;112711027;37
21/08/2020;112716523;54
21/08/2020;112718223;42
21/08/2020;112731725;35
21/08/2020;112735357;39
21/08/2020;112737625;41
21/08/2020;112740090;45
21/08/2020;112741461;49
21/08/2020;112742757;47
21/08/2020;112751161;47
21/08/2020;112753990;43
21/08/2020;112754758;30
21/08/2020;112755728;0
21/08/2020;112755792;49
21/08/2020;112756056;49
21/08/2020;112756856;46
21/08/2020;112757790;43
21/08/2020;112759324;49
21/08/2020;112801456;46
21/08/2020;112802191;49
21/08/2020;112804490;44
21/08/2020;112805624;47
21/08/2020;112806357;26
21/08/2020;112807256;50
21/08/2020;112807591;0
21/08/2020;112808092;50
21/08/2020;112814823;47
21/08/2020;112818890;0
21/08/2020;112822701;53
21/08/2020;112828723;43
21/08/2020;112833389;52
21/08/2020;112834523;46
21/08/2020;112838024;50
21/08/2020;112841490;37
21/08/2020;112844623;50
21/08/2020;112913923;54
21/08/2020;112915523;44
21/08/2020;112925624;0
21/08/2020;112928457;60
21/08/2020;112933889;0
21/08/2020;112940726;0
21/08/2020;112943123;41
21/08/2020;112943663;46
21/08/2020;112950590;36
21/08/2020;112954756;47
21/08/2020;112954823;47
21/08/2020;112955694;50
21/08/2020;112955695;47
21/08/2020;112956989;45
21/08/2020;112957433;28
21/08/2020;112958224;28
21/08/2020;112958723;46
21/08/2020;112959957;49
21/08/2020;113000320;0
21/08/2020;113001722;44
21/08/2020;113003053;43
21/08/2020;113003520;84
21/08/2020;113004387;84
21/08/2020;113004453;40
21/08/2020;113007821;44
21/08/2020;113008554;49
21/08/2020;113009986;41
21/08/2020;113011287;40
21/08/2020;113011288;41
21/08/2020;113013187;0
21/08/2020;113016186;32
21/08/2020;113016288;32
21/08/2020;113016654;51
21/08/2020;113016755;32
21/08/2020;113020020;44
21/08/2020;113055287;45
21/08/2020;113058421;46
21/08/2020;113059053;38
21/08/2020;113059386;38
21/08/2020;113101320;40
21/08/2020;113101387;40
21/08/2020;113103853;0
21/08/2020;113106753;31
21/08/2020;113111386;42
21/08/2020;113114891;49
21/08/2020;113116187;46
21/08/2020;113118320;39
21/08/2020;113121920;0
21/08/2020;113121921;0
21/08/2020;113122420;45
21/08/2020;113122654;45
21/08/2020;113130953;50
21/08/2020;113132053;42
21/08/2020;113133954;44
21/08/2020;113137553;42
21/08/2020;113140520;40
21/08/2020;113145386;0
21/08/2020;113145586;45
21/08/2020;113148287;65
21/08/2020;113148892;27
21/08/2020;113149519;37
21/08/2020;113152253;0
21/08/2020;113155153;0
21/08/2020;113155787;42
21/08/2020;113155920;42
21/08/2020;113159020;47
21/08/2020;113159720;37
21/08/2020;113159721;47
21/08/2020;113200425;51
21/08/2020;113200987;79
21/08/2020;113201530;46
21/08/2020;113202220;48
21/08/2020;113205419;0
21/08/2020;113208686;41
21/08/2020;113209219;42
21/08/2020;113210093;43
21/08/2020;113211053;0
21/08/2020;113212586;0
21/08/2020;113214786;45
21/08/2020;113215053;45
21/08/2020;113217121;46
21/08/2020;113221721;45
21/08/2020;113223153;45
21/08/2020;113228887;42
21/08/2020;113232419;55
21/08/2020;113236853;48
21/08/2020;113245686;51
21/08/2020;113319686;48
21/08/2020;113322987;0
21/08/2020;113323586;45
21/08/2020;113329220;54
21/08/2020;113329319;35
21/08/2020;113331819;45
21/08/2020;113337253;49
21/08/2020;113337254;0
21/08/2020;113340855;52
21/08/2020;113343853;52
21/08/2020;113346487;50
21/08/2020;113346821;65
21/08/2020;113353289;68
21/08/2020;113355492;49
21/08/2020;113358219;45
21/08/2020;113359853;45
21/08/2020;113401952;45
21/08/2020;113403686;42
21/08/2020;113404120;45
21/08/2020;113404786;43
21/08/2020;113406152;42
21/08/2020;113408186;47
21/08/2020;113413719;32
21/08/2020;113414152;32
21/08/2020;113414153;45
21/08/2020;113414520;32
21/08/2020;113415386;47
21/08/2020;113417752;0
21/08/2020;113418653;47
21/08/2020;113419785;37
21/08/2020;113421986;47
21/08/2020;113424819;44
21/08/2020;113425420;0
21/08/2020;113429985;33
21/08/2020;113516049;0
21/08/2020;113518615;47
21/08/2020;113521348;46
21/08/2020;113527248;40
21/08/2020;113532448;69
21/08/2020;113536148;0
21/08/2020;113537684;59
21/08/2020;113543050;58
21/08/2020;113544248;58
21/08/2020;113545615;62
21/08/2020;113547081;41
21/08/2020;113550915;49
21/08/2020;113554748;52
21/08/2020;113556082;42
21/08/2020;113556281;42
21/08/2020;113556448;42
21/08/2020;113556917;49
21/08/2020;113558115;0
21/08/2020;113558482;0
21/08/2020;113559815;48
21/08/2020;113601116;44
21/08/2020;113602485;46
21/08/2020;113603548;44
21/08/2020;113605681;31
21/08/2020;113606181;31
21/08/2020;113607316;31
21/08/2020;113608048;32
21/08/2020;113608215;33
21/08/2020;113608448;27
21/08/2020;113609986;29
21/08/2020;113610715;0
21/08/2020;113611215;0
21/08/2020;113611448;38
21/08/2020;113611557;29
21/08/2020;113613282;43
21/08/2020;113619315;44
21/08/2020;113624315;49
21/08/2020;113630848;60
21/08/2020;113635182;54
21/08/2020;113646414;45
21/08/2020;113649981;53
21/08/2020;113723681;43
21/08/2020;113727149;50
21/08/2020;113728186;34
21/08/2020;113728649;75
21/08/2020;113729948;44
21/08/2020;113730515;36
21/08/2020;113734448;0
21/08/2020;113735214;49
21/08/2020;113740214;48
21/08/2020;113752816;28
21/08/2020;113753048;28
21/08/2020;113753514;17
21/08/2020;113754421;44
21/08/2020;113755215;17
21/08/2020;113755415;46
21/08/2020;113755981;46
21/08/2020;113756681;0
21/08/2020;113759081;28
21/08/2020;113759549;56
21/08/2020;113800147;38
21/08/2020;113801115;49
21/08/2020;113802016;35
21/08/2020;113803082;43
21/08/2020;113804582;35
21/08/2020;113806615;29
21/08/2020;113806881;43
21/08/2020;113808515;50
21/08/2020;113809651;27
21/08/2020;113809652;0
21/08/2020;113809748;0
21/08/2020;113811281;49
21/08/2020;113816047;43
21/08/2020;113816386;50
21/08/2020;113817515;45
21/08/2020;113818548;46
21/08/2020;113818614;45
21/08/2020;113832181;45
21/08/2020;113836182;0
21/08/2020;113839115;66
21/08/2020;113853114;40
21/08/2020;113912248;51
21/08/2020;113912347;49
21/08/2020;113914848;58
21/08/2020;113914849;58
21/08/2020;113918314;49
21/08/2020;113919848;48
21/08/2020;113920314;0
21/08/2020;113923948;50
21/08/2020;113924814;50
21/08/2020;113925581;43
21/08/2020;113929714;46
21/08/2020;113931123;45
21/08/2020;113937414;43
21/08/2020;113938885;43
21/08/2020;113948647;0
21/08/2020;113950814;60
21/08/2020;113955381;0
21/08/2020;113956481;42
21/08/2020;113957547;51
21/08/2020;113958914;51
21/08/2020;113959247;51
21/08/2020;113959548;0
21/08/2020;114000414;0
21/08/2020;114000782;54
21/08/2020;114001983;39
21/08/2020;114004681;56
21/08/2020;114004880;56
21/08/2020;114005513;64
21/08/2020;114016447;40
21/08/2020;114016513;40
