,FECHA,HORA,PLACA_DETECTADA,PLACA_CORREGIDA,ESTADO,MOTIVO DE RECHAZO
110,9/10/2020,10:56:30,BOK309,BOK309,Aprobado,
111,9/10/2020,10:58:24,EUM160,EUM16D,Aprobado,
112,9/10/2020,10:58:51,FBC03C,VBC03C,Aprobado,
113,9/10/2020,11:02:52,LLW42E,LLL42E,Aprobado,
114,9/10/2020,11:03:04,SMV07A,SMV07A,Aprobado,
115,9/10/2020,11:05:25,KQQ97C,KQQ97C,Aprobado,
116,9/10/2020,11:09:52,SRI95D,SRI95D,Aprobado,
117,9/10/2020,11:17:52,SOQ89D,SQQ89D,Aprobado,
118,9/10/2020,11:18:02,OXW05B,QXW05B,Aprobado,
119,9/10/2020,11:18:31,MOX57E,MQX57E,Aprobado,
120,9/10/2020,11:20:10,XDD66A,XOD66A,Aprobado,
121,9/10/2020,11:28:02,HDI95D,MDI95D,Aprobado,
122,9/10/2020,11:30:17,DJM282,DJM282,Aprobado,
123,9/10/2020,11:31:27,CPB89D,CPB89D,Aprobado,
124,9/10/2020,11:39:55,OXR62C,DXR62C,Aprobado,
125,9/10/2020,11:46:57,WWW24B,WWW24B,Aprobado,
126,9/10/2020,11:48:57,FSM84C,FSM84C,Aprobado,
127,9/10/2020,11:50:27,EHL50C,EHL50C,Aprobado,
128,9/10/2020,11:51:04,HRV26C,HHV26C,Aprobado,
129,9/10/2020,11:57:15,CJB85B,CJB85B,Aprobado,
130,9/10/2020,12:06:58,ITF25D,ITF250,Aprobado,
131,9/10/2020,12:09:56,HRV26C,HHV26C,Aprobado,
132,9/10/2020,12:12:04,OAK43D,DAK43D,Aprobado,
133,9/10/2020,12:18:35,ZBM22A,ZBM22A,Aprobado,
134,9/10/2020,12:18:36,COU74D,OQU74D,Aprobado,
135,9/10/2020,12:18:38,GDO56E,GDO56E,Aprobado,
136,9/10/2020,12:20:06,XOA01D,XDA01C,Aprobado,
137,9/10/2020,12:22:59,AHT530,AHT53D,Aprobado,
138,9/10/2020,12:25:25,LIY275,LIY275,Aprobado,
139,9/10/2020,12:25:54,DDS75F,DDS75E,Aprobado,
140,9/10/2020,12:27:37,NGN10E,NGN10E,Aprobado,
141,9/10/2020,12:31:43,EYY43D,EYY46D,Aprobado,
142,9/10/2020,12:33:44,MHV14C,MHV14C,Aprobado,
143,9/10/2020,12:35:55,HPW80B,HMW80B,Aprobado,
144,9/10/2020,12:36:36,ZOC21E,AQA21E,Aprobado,
145,9/10/2020,12:37:24,OOZ36D,QOZ36D,Aprobado,
146,9/10/2020,12:39:09,DYM117,DYM117,Aprobado,
147,9/10/2020,12:40:35,ISU18B,ISU18B,Aprobado,
148,9/10/2020,12:48:55,EOP74F,EQP74F,Aprobado,
149,9/10/2020,12:49:04,CAT45E,CAT45E,Aprobado,
150,9/10/2020,12:49:11,RMB43E,RMB43E,Aprobado,
151,9/10/2020,12:50:57,POR21C,PQR21C,Aprobado,
152,9/10/2020,12:54:39,HXB82D,HXB820,Aprobado,
153,9/10/2020,12:55:14,EGL05D,EGI05D,Aprobado,
154,9/10/2020,12:55:21,RKM19A,RKM19A,Aprobado,
155,9/10/2020,12:56:06,FEO32F,FEO32F,Aprobado,
156,9/10/2020,13:00:26,DEF791,DEF791,Aprobado,
157,9/10/2020,13:01:45,NZF51C,NZL51C,Aprobado,
158,9/10/2020,13:02:14,MFF809,MFF809,Aprobado,
159,9/10/2020,13:06:03,SSW33W,SSW33W,Aprobado,
160,9/10/2020,13:08:21,TLT91F,TLT91F,Aprobado,
161,9/10/2020,13:08:50,IAF544,IAF544,Aprobado,
162,9/10/2020,13:10:57,QAT526,QAT526,Aprobado,
163,9/10/2020,13:14:51,TOH92C,TQH92C,Aprobado,
164,9/10/2020,13:21:21,DYY89E,DYY89E,Aprobado,
165,9/10/2020,13:25:50,SMM57A,SMM57A,Aprobado,
166,9/10/2020,13:26:10,BTS155,BTS455,Aprobado,
167,9/10/2020,13:28:16,BBM584,DBM584,Aprobado,
168,9/10/2020,13:30:01,MSQ71D,MSQ71C,Aprobado,
169,9/10/2020,13:30:07,WKL72D,WKI72D,Aprobado,
170,9/10/2020,13:32:17,FUM08B,FUM08B,Aprobado,
171,9/10/2020,13:34:29,IOI72,IOI792,Aprobado,
172,9/10/2020,13:39:21,TSS679,TSS679,Aprobado,
173,9/10/2020,13:42:21,KFH15C,KFH15C,Aprobado,
174,9/10/2020,13:53:30,AMS89B,AMS89B,Aprobado,
175,9/10/2020,13:54:22,QLL89D,QLL89D,Aprobado,
176,9/10/2020,13:58:26,HGA437,HGA437,Aprobado,
177,9/10/2020,13:59:22,PPE31C,PPE31C,Aprobado,
178,9/10/2020,14:04:22,ARK70C,AWK70C,Aprobado,
179,9/10/2020,14:05:22,RDC60D,RDC60D,Aprobado,
180,9/10/2020,14:06:57,IRD24B,IDD24B,Aprobado,
181,9/10/2020,14:08:59,IAC55B,IAC558,Aprobado,
182,9/10/2020,14:09:36,PMC63B,PMC63B,Aprobado,
183,9/10/2020,14:16:12,ZAQ94C,ZAQ94C,Aprobado,
184,9/10/2020,14:19:35,CFB69E,CFB69E,Aprobado,
185,9/10/2020,14:20:09,POH04B,PDH04B,Aprobado,
186,9/10/2020,14:20:18,SMV07A,SMV07A,Aprobado,
187,9/10/2020,14:22:18,RGP205,RGP205,Aprobado,
188,9/10/2020,14:28:29,GLS41F,GLS41F,Aprobado,
189,9/10/2020,14:31:10,MIA350,MIA350,Aprobado,
190,9/10/2020,14:33:01,RJM439,RJM439,Aprobado,
191,9/10/2020,14:33:37,YNF54A,YNF54A,Aprobado,
192,9/10/2020,14:36:34,FUN35C,FUN350,Aprobado,
193,9/10/2020,14:37:23,LAL989,LAI989,Aprobado,
194,9/10/2020,14:39:41,GXL131,GXL13,Aprobado,
195,9/10/2020,14:41:27,OYX30X,OYX30X,Aprobado,
196,9/10/2020,14:42:01,MQV982,MQV982,Aprobado,
197,9/10/2020,14:43:21,LHP14E,WHP14E,Aprobado,
198,9/10/2020,14:48:06,DIE01B,DIE01B,Aprobado,
199,9/10/2020,14:49:11,MOQ39E,MQQ39E,Aprobado,
200,9/10/2020,14:50:29,BVB16D,BVB16D,Aprobado,
201,9/10/2020,14:52:21,BDB885,BDB885,Aprobado,
202,9/10/2020,14:52:29,BDB885,BDB885,Aprobado,
203,9/10/2020,14:55:06,DRL38D,DRL38D,Aprobado,
204,9/10/2020,14:56:53,RHK28D,RHK28D,Aprobado,
205,9/10/2020,14:57:14,LVV439,LVV439,Aprobado,
206,9/10/2020,15:01:08,MGG99E,MGG99E,Aprobado,
207,9/10/2020,15:02:55,AMR81B,AMR81B,Aprobado,
208,9/10/2020,15:06:22,CSY221,CSY221,Aprobado,
209,9/10/2020,15:08:22,RVL04C,RVL04C,Aprobado,
210,9/10/2020,15:12:08,HDX76B,HOX76B,Aprobado,
211,9/10/2020,15:12:27,BWF719,BWF719,Aprobado,
212,9/10/2020,15:16:06,MSD60C,MSD60C,Aprobado,
213,9/10/2020,15:17:39,AXP468,AXP46B,Aprobado,
214,9/10/2020,15:18:44,JZX14X,JZT14C,Aprobado,
215,9/10/2020,15:19:54,TTN235,TTN235,Aprobado,
216,9/10/2020,15:22:44,NVG30D,NVG30D,Aprobado,
217,9/10/2020,15:23:15,WDB430,WDB430,Aprobado,
218,9/10/2020,15:24:55,EQQ03F,EQQ03F,Aprobado,
219,9/10/2020,15:25:10,TAR751,TAR751,Aprobado,
220,9/10/2020,15:26:11,SSW33W,SSW33W,Aprobado,
221,9/10/2020,15:29:16,CII55B,CII55B,Aprobado,
222,9/10/2020,15:32:19,UGO892,UGO892,Aprobado,
223,9/10/2020,15:35:44,FUS93B,FUS93B,Aprobado,
224,9/10/2020,15:36:18,NCB932,NCB932,Aprobado,
225,9/10/2020,15:38:09,TPD92C,TPD92C,Aprobado,
226,9/10/2020,15:44:29,QGL03C,QDL03C,Aprobado,
227,9/10/2020,15:45:03,MND353,MND353,Aprobado,
228,9/10/2020,15:47:04,QMF42B,QMF42B,Aprobado,
229,9/10/2020,15:47:13,LIY275,LIY275,Aprobado,
230,9/10/2020,15:51:08,PPP31B,PPP310,Aprobado,
231,9/10/2020,15:53:22,BLB498,BLB498,Aprobado,
232,9/10/2020,15:54:02,BOK309,BOK309,Rechazado,VEHﾍCULO FUERA DEL CAMPO DE VISIBILIDAD
233,9/10/2020,15:57:59,WUX78X,WUX78X,Aprobado,
234,9/10/2020,16:00:22,PRV94C,PRV94C,Aprobado,
235,9/10/2020,16:00:24,HGF798,HGF798,Aprobado,
236,9/10/2020,16:01:46,CFA568,CFA56B,Aprobado,
237,9/10/2020,16:02:21,MXB253,MXB253,Aprobado,
238,9/10/2020,16:06:01,ASS68B,ASS68B,Aprobado,
239,9/10/2020,16:10:16,FZE36C,FZE36C,Aprobado,
240,9/10/2020,16:10:46,JCR89D,JCR896,Aprobado,
241,9/10/2020,16:14:25,IOC36B,IOC36B,Aprobado,
242,9/10/2020,16:16:52,IKK07E,IKK07E,Aprobado,
243,9/10/2020,16:19:08,SSW33W,SSW33W,Aprobado,
244,9/10/2020,16:21:51,LNW02C,LMW02C,Aprobado,
245,9/10/2020,16:27:26,SOE84D,SQE84D,Aprobado,
246,9/10/2020,16:28:23,WLB313,WLB313,Aprobado,
247,9/10/2020,16:29:16,HOV03V,HQV03V,Aprobado,
248,9/10/2020,16:30:37,GEE20C,GEE20C,Aprobado,
249,9/10/2020,16:34:15,RTY54C,RTY54C,Aprobado,
250,9/10/2020,16:36:35,KTS26D,KIS26D,Aprobado,
251,9/10/2020,16:38:34,LUQ11D,LUQ41D,Aprobado,
252,9/10/2020,16:38:50,XAA14E,XAA14E,Aprobado,
253,9/10/2020,16:40:37,NIV26B,NIV26B,Aprobado,
254,9/10/2020,16:43:00,BWR77D,BWR77D,Aprobado,
255,9/10/2020,16:45:09,GDK97E,GOK97E,Aprobado,
256,9/10/2020,16:47:35,BOB98D,BUB98D,Aprobado,
257,9/10/2020,16:53:47,XOX615,XOX615,Aprobado,
258,9/10/2020,16:53:52,ZGZ84D,ZGZ84D,Aprobado,
259,9/10/2020,16:54:51,DJI265,DJI265,Aprobado,
260,9/10/2020,16:56:07,JKX320,JKX32D,Aprobado,
261,9/10/2020,16:58:11,CUN93B,CJN93B,Aprobado,
262,9/10/2020,16:58:47,NKH52B,NKH52E,Aprobado,
263,9/10/2020,17:00:44,OCQ57D,QCQ57D,Aprobado,
264,9/10/2020,17:00:51,DGM15B,OGM15B,Aprobado,
265,9/10/2020,17:03:49,OBN38D,QBN38D,Aprobado,
266,9/10/2020,17:05:09,OPX81X,DPX81X,Aprobado,
267,9/10/2020,17:15:28,QDT86D,QDT86D,Aprobado,
268,9/10/2020,17:16:08,EKF27C,EKF27C,Aprobado,
269,9/10/2020,17:18:54,MTU43E,MTU43E,Aprobado,
270,9/10/2020,17:19:52,CPG425,CPG42,Aprobado,
271,9/10/2020,17:20:07,STY456,STY456,Aprobado,
272,9/10/2020,17:24:45,ZOC03A,ZQC03A,Aprobado,
273,9/10/2020,17:26:14,HBF83D,HBF83D,Aprobado,
274,9/10/2020,17:29:56,BHR91D,BHR91B,Aprobado,
275,9/10/2020,17:31:12,RMP721,RMP721,Aprobado,
276,9/10/2020,17:35:42,EVH177,,Rechazado,VEHﾍCULO HALADO POR GRﾚA
277,9/10/2020,17:39:43,FIH72D,FIH72D,Aprobado,
278,9/10/2020,17:40:51,ROU96E,RDU96E,Aprobado,
279,9/10/2020,17:40:56,BEC731,DEC731,Aprobado,
280,9/10/2020,17:44:13,LBW12B,LBF12B,Aprobado,
281,9/10/2020,17:44:31,MSR02C,MSR02C,Aprobado,
282,9/10/2020,17:46:44,ISD01D,ISD010,Aprobado,
283,9/10/2020,17:52:59,UDU747,UDU747,Aprobado,
284,9/10/2020,17:55:15,ZAK70C,ZAK70C,Aprobado,
285,9/10/2020,17:56:40,EFS44B,EFS44B,Aprobado,
286,9/10/2020,17:59:24,IHG108,IHG108,Aprobado,
287,9/10/2020,18:03:05,MDS66E,MOS66E,Aprobado,
288,9/10/2020,18:07:50,URQ63E,URQ63E,Aprobado,
289,9/10/2020,18:08:17,LAX167,SHQ98C,Aprobado,
290,9/10/2020,18:08:38,STY456,STY456,Aprobado,
291,9/10/2020,18:12:11,MWW97A,MOW97A,Aprobado,
292,9/10/2020,18:13:38,FLP700,ELP70D,Aprobado,
293,9/10/2020,18:14:34,IAA421,IAA421,Aprobado,
294,9/10/2020,18:16:08,CRR98E,CRR98E,Aprobado,
295,9/10/2020,18:19:55,KKI789,KKI789,Aprobado,
296,9/10/2020,18:21:53,XQS58C,XOS58C,Aprobado,
297,9/10/2020,18:22:47,FEZ409,FEZ409,Aprobado,
298,9/10/2020,18:24:49,CBB41D,CBB41D,Aprobado,
299,9/10/2020,18:24:59,NWZ04D,NWZ04D,Aprobado,
300,9/10/2020,18:26:42,EOD410,EQD410,Aprobado,
301,9/10/2020,18:27:11,WIL67E,WIL67E,Aprobado,
302,9/10/2020,18:28:35,QCT56D,QCT56D,Aprobado,
303,9/10/2020,18:33:34,SRD33D,SRN33D,Aprobado,
304,9/10/2020,18:35:51,CFD056,CFD05E,Aprobado,
305,9/10/2020,18:37:10,EKC86B,EKC868,Aprobado,
306,9/10/2020,18:40:03,HCA31B,HCA31B,Aprobado,
307,9/10/2020,18:42:11,RFE09C,RFE09C,Aprobado,
308,9/10/2020,18:42:12,RFE09C,RFE09C,Aprobado,
309,9/10/2020,18:44:12,RWT21E,RMT21E,Aprobado,
310,9/10/2020,18:53:03,FFQ11F,FFQ11F,Aprobado,
311,9/10/2020,18:53:08,DEF791,DEF791,Aprobado,
312,9/10/2020,18:53:19,DSF168,DSF168,Aprobado,
313,9/10/2020,18:55:13,OOO16E,OQO16E,Aprobado,
314,9/10/2020,19:01:57,IJU48C,IJU48C,Aprobado,
315,9/10/2020,19:08:55,WTU65D,WTU65D,Aprobado,
316,9/10/2020,19:13:11,FIL38D,FII38D,Aprobado,
317,9/10/2020,19:21:20,BTB046,BTB04E,Aprobado,
318,9/10/2020,19:23:13,SIW236,SIW23C,Aprobado,
319,9/10/2020,19:27:37,GLW46F,GLW46F,Aprobado,
320,9/10/2020,19:36:16,YZT48D,YZT48D,Aprobado,
321,9/10/2020,19:42:46,AGL73D,AGI73D,Aprobado,
322,9/10/2020,19:45:05,DFF984,DFF984,Aprobado,
323,9/10/2020,19:47:43,CHW158,CHW15B,Aprobado,
324,9/10/2020,19:49:27,ALU58D,ALU58D,Aprobado,
325,9/10/2020,19:58:15,SMF873,SMF873,Aprobado,
326,9/10/2020,20:02:28,FBL653,FBI653,Aprobado,
327,9/10/2020,20:08:45,TPN716,TPS71E,Aprobado,
328,9/10/2020,20:17:09,LUK52B,LUK52B,Aprobado,
329,9/10/2020,20:20:09,QOO09E,QUO09E,Aprobado,
330,9/10/2020,20:21:31,NAV189,NAV189,Aprobado,
331,9/10/2020,20:21:41,TIV89D,TIV89D,Aprobado,
332,9/10/2020,20:25:55,FGB356,FGB356,Aprobado,
333,9/10/2020,20:31:41,RQW73B,RQW73B,Aprobado,
334,9/10/2020,20:31:49,IID77C,IIN77C,Aprobado,
335,9/10/2020,20:38:11,USO91E,USR91E,Aprobado,
336,9/10/2020,20:41:48,RWE58E,RME58E,Aprobado,
337,9/10/2020,20:42:59,HGE594,HGE594,Aprobado,
338,9/10/2020,20:45:37,BOV14F,BQV14F,Aprobado,
339,9/10/2020,20:50:21,POS61C,PQS61C,Aprobado,
340,9/10/2020,20:54:25,BWE300,BWE30D,Aprobado,
341,9/10/2020,20:55:17,PVP09E,PVP09E,Aprobado,
342,9/10/2020,20:56:47,IDI73C,QDL73C,Aprobado,
343,9/10/2020,21:02:09,LTL33B,LTI33B,Aprobado,
344,9/10/2020,21:02:23,SQD130,SQD13D,Aprobado,
345,9/10/2020,21:39:23,UVU05E,UVU05E,Aprobado,
346,9/10/2020,21:41:17,LVU38B,LVU38B,Aprobado,
347,9/10/2020,21:56:49,YNA22A,YMA22A,Aprobado,
348,9/10/2020,21:57:53,AIX856,AIX85E,Aprobado,
349,9/10/2020,22:03:30,KIA840,KIA84D,Aprobado,
350,9/10/2020,22:04:35,REZ370,REZ37D,Aprobado,
351,9/10/2020,22:07:21,MDD52E,MOD52E,Aprobado,
352,9/10/2020,22:09:17,EWW92E,EOW92E,Aprobado,
353,9/10/2020,22:11:24,WDN65D,NDN65D,Aprobado,
354,9/10/2020,22:31:19,CRA010,CWA010,Aprobado,
355,9/10/2020,22:39:20,BDK777,BDK777,Aprobado,
356,9/10/2020,22:41:20,AVK78C,AVK78C,Aprobado,
357,9/10/2020,23:29:12,UNZ47C,UNZ47C,Aprobado,
358,9/10/2020,23:33:44,HCY330,HCY33D,Aprobado,
359,9/10/2020,23:43:22,LHT022,LHT022,Aprobado,
360,10/10/2020,0:08:38,PET64E,PET64E,Aprobado,
361,10/10/2020,0:13:39,BED166,DED166,Aprobado,
362,10/10/2020,0:21:51,TDY63E,TQY63E,Aprobado,
363,10/10/2020,0:57:16,YCA60,,Rechazado,PLACA CUBIERTA
364,10/10/2020,1:26:38,EGZ93B,EGZ93B,Aprobado,
365,10/10/2020,1:35:54,HLQ79B,HLQ79B,Aprobado,
366,10/10/2020,2:09:19,GHP16C,GHP16C,Aprobado,
367,10/10/2020,3:01:47,KJZ100,KJZ10D,Aprobado,
368,10/10/2020,3:20:54,NXS28C,NXS28C,Aprobado,
369,10/10/2020,3:23:01,RIE96D,RIE96D,Aprobado,
370,10/10/2020,3:30:46,SDK46C,SOK46C,Aprobado,
371,10/10/2020,3:39:25,WOT61C,WUT61C,Aprobado,
372,10/10/2020,3:49:10,BVK936,BVK96B,Aprobado,
373,10/10/2020,4:13:21,SMF873,SMF873,Aprobado,
374,10/10/2020,4:47:17,EVK019,EVK019,Aprobado,
375,10/10/2020,5:04:53,JGC457,JGC457,Aprobado,
376,10/10/2020,5:12:51,WWR32E,WWR32E,Aprobado,
377,10/10/2020,5:27:22,KDD32B,KDD32B,Aprobado,
378,10/10/2020,5:29:15,QLB51B,QLB31D,Aprobado,
379,10/10/2020,5:31:13,XDE60C,XDE60C,Aprobado,
380,10/10/2020,5:31:17,YNN58A,YNN58A,Aprobado,
381,10/10/2020,5:33:15,IRY01Y,IRY01Y,Aprobado,
382,10/10/2020,5:33:54,KYK64E,KYK64E,Aprobado,
383,10/10/2020,5:38:36,WOF75A,WFF75A,Aprobado,
384,10/10/2020,5:41:02,MNH975,MNH975,Aprobado,
385,10/10/2020,5:46:10,LGB43D,LGB43D,Aprobado,
386,10/10/2020,5:47:21,NZV82C,NZV82C,Aprobado,
387,10/10/2020,5:47:41,TDM82E,TQM82E,Aprobado,
388,10/10/2020,6:09:10,EQG201,EQG201,Aprobado,
389,10/10/2020,6:19:18,MMT52B,MMT52B,Aprobado,
390,10/10/2020,6:24:34,WOX63X,WUX63X,Aprobado,
391,10/10/2020,6:26:21,PPC59B,PPC59B,Aprobado,
392,10/10/2020,6:26:42,HCC89B,HCC89B,Aprobado,
393,10/10/2020,6:34:58,MOA97D,MQA97D,Aprobado,
394,10/10/2020,6:37:15,GIE64C,GIE64C,Aprobado,
395,10/10/2020,6:37:42,RRL55C,RRI55C,Aprobado,
396,10/10/2020,6:40:39,WGL31C,WGW31W,Aprobado,
397,10/10/2020,6:41:34,JZX14X,JZX14X,Aprobado,
398,10/10/2020,6:42:02,COD31E,CQD31E,Aprobado,
399,10/10/2020,6:43:59,QWW62C,QDL62C,Aprobado,
400,10/10/2020,6:44:12,GBW14C,QBL14C,Aprobado,
401,10/10/2020,6:48:30,LRM83B,EFE520,Aprobado,
402,10/10/2020,6:50:01,SOR44D,SQR44D,Aprobado,
403,10/10/2020,6:52:26,MDL385,MDL385,Aprobado,
404,10/10/2020,6:55:18,CJE02B,CJE02B,Aprobado,
405,10/10/2020,6:56:39,FUR49B,FUR49B,Aprobado,
406,10/10/2020,6:58:47,STT78E,STT78E,Aprobado,
407,10/10/2020,6:58:52,MDG58E,MOG58E,Aprobado,
408,10/10/2020,7:00:59,JKF02D,JKL02D,Aprobado,
