,FECHA,HORA,PLACA_DETECTADA,PLACA_CORREGIDA,ESTADO,MOTIVO DE RECHAZO
409,10/10/2020,7:01:10,ODY83D,QDY83D,Aprobado,
410,10/10/2020,7:02:15,HDU02B,HOU02B,Aprobado,
411,10/10/2020,7:02:24,VOG54D,VUG54D,Aprobado,
412,10/10/2020,7:03:15,IGC060,IGC060,Aprobado,
413,10/10/2020,7:05:31,INW992,INL992,Aprobado,
414,10/10/2020,7:09:25,IDE17B,IOE17B,Aprobado,
415,10/10/2020,7:09:57,HTC921,MTC921,Aprobado,
416,10/10/2020,7:10:15,GDQ42C,GOQ42C,Aprobado,
417,10/10/2020,7:11:58,MDP192,MOP192,Aprobado,
418,10/10/2020,7:32:47,HDT99B,HDX99B,Aprobado,
419,10/10/2020,7:33:34,ELW89W,ELW89W,Aprobado,
420,10/10/2020,7:33:38,MLG224,MLG224,Rechazado,CAPTURA DE IMAGEN A DIFERENTE VEHﾍCULO
421,10/10/2020,7:33:50,KFT311,KFT311,Aprobado,
422,10/10/2020,7:33:52,WDR30A,WUR30A,Aprobado,
423,10/10/2020,7:33:55,CZW66W,CZW86W,Aprobado,
424,10/10/2020,7:33:57,DOC88F,DQC88F,Aprobado,
425,10/10/2020,7:34:11,GAU01C,GAU01C,Aprobado,
426,10/10/2020,7:35:40,WBZ62C,WBZ62C,Aprobado,
427,10/10/2020,7:38:09,AUL96B,AJI96B,Aprobado,
428,10/10/2020,7:42:32,PTO50E,PIO50E,Rechazado,IMﾁGENES SIN VEHﾍCULO EN LA VﾍA
429,10/10/2020,7:46:07,HGF798,HGF798,Aprobado,
430,10/10/2020,7:46:34,HGG759,HGG759,Aprobado,
431,10/10/2020,7:46:36,POR86C,POR86C,Aprobado,
432,10/10/2020,7:49:12,OMU04D,QMU04D,Aprobado,
433,10/10/2020,7:54:46,QRA50D,QNA50D,Aprobado,
434,10/10/2020,7:59:28,BEX36X,BEX36X,Aprobado,
435,10/10/2020,8:00:42,BNV834,BNV83A,Rechazado,VEHﾍCULO FUERA DEL CAMPO DE VISIBILIDAD
436,10/10/2020,8:07:47,LLB57E,LLB57E,Aprobado,
437,10/10/2020,8:08:05,FOO89B,FUO89B,Aprobado,
438,10/10/2020,8:10:58,MMW419,MMW419,Aprobado,
439,10/10/2020,8:20:18,XDY45A,XOY45A,Aprobado,
440,10/10/2020,8:23:49,ISO55C,ISO55C,Aprobado,
441,10/10/2020,8:27:57,TMU956,TMU956,Aprobado,
442,10/10/2020,8:31:25,MBW27C,MBW27C,Aprobado,
443,10/10/2020,8:32:27,EOE776,EOE776,Aprobado,
444,10/10/2020,8:34:09,TRC46E,TRC46E,Aprobado,
445,10/10/2020,8:34:11,PWW83E,PDL83E,Aprobado,
446,10/10/2020,8:34:15,DWI53C,OWI53C,Aprobado,
447,10/10/2020,8:36:02,ANK21B,ANK21B,Aprobado,
448,10/10/2020,8:36:43,MNQ592,MNQ592,Aprobado,
449,10/10/2020,8:37:44,JOU74B,JUU74B,Aprobado,
450,10/10/2020,8:41:58,LUN27B,LUN21B,Aprobado,
451,10/10/2020,8:47:11,SOQ89D,SQQ89D,Aprobado,
452,10/10/2020,8:49:22,RMM62E,RMM52E,Aprobado,
453,10/10/2020,8:49:22,JYH30C,JYH30C,Aprobado,
454,10/10/2020,8:49:49,SHM98C,SHM98C,Aprobado,
455,10/10/2020,8:53:36,JDA39E,JOA39E,Aprobado,
456,10/10/2020,8:54:12,MSI372,MSI372,Aprobado,
457,10/10/2020,8:56:07,BHB36B,BHB36B,Aprobado,
458,10/10/2020,8:57:51,TOY13E,,Rechazado,VEHﾍCULO FUERA DEL CAMPO DE VISIBILIDAD
459,10/10/2020,9:08:52,UQV74C,UQV94C,Aprobado,
460,10/10/2020,9:08:54,CZP31B,CZP31D,Aprobado,
461,10/10/2020,9:15:35,ZNL59C,ZNI59C,Aprobado,
462,10/10/2020,9:17:59,DZZ23E,DZZ23E,Aprobado,
463,10/10/2020,9:18:07,ITP027,ITP022,Aprobado,
464,10/10/2020,9:27:34,DUL976,DLL97C,Aprobado,
465,10/10/2020,9:32:53,FAI882,FAL982,Aprobado,
466,10/10/2020,9:34:45,GDR02E,GOR02E,Aprobado,
467,10/10/2020,9:34:52,ALU28B,RLB93C,Aprobado,
468,10/10/2020,9:39:16,BPU49C,BPU40C,Aprobado,
469,10/10/2020,9:49:53,BBZ43F,DBZ43F,Aprobado,
470,10/10/2020,9:52:30,HPB16B,HPB16B,Aprobado,
471,10/10/2020,9:54:36,CDR98D,COR98D,Aprobado,
472,10/10/2020,9:58:37,ODA95C,DDA95C,Aprobado,
473,10/10/2020,9:58:42,OME07D,QME07D,Aprobado,
474,10/10/2020,10:00:35,FUI62B,FUI32B,Aprobado,
475,10/10/2020,10:02:55,HBV69D,HBV69D,Aprobado,
476,10/10/2020,10:07:55,VCO26C,VCV26C,Aprobado,
477,10/10/2020,10:09:29,ROA93B,RQA93B,Aprobado,
478,10/10/2020,10:14:50,SII17D,STI17D,Aprobado,
479,10/10/2020,10:14:58,DEF791,DEF791,Aprobado,
480,10/10/2020,10:17:43,NAD96C,MAD96C,Aprobado,
481,10/10/2020,10:19:49,RFA96B,RPA96B,Aprobado,
482,10/10/2020,10:19:53,WTY05D,WTL05D,Aprobado,
483,10/10/2020,10:31:15,HZL87B,HZI87B,Aprobado,
484,10/10/2020,10:32:56,ZWO93A,ZJO93A,Aprobado,
485,10/10/2020,10:33:21,TAK72C,TAU72C,Aprobado,
486,10/10/2020,10:34:58,DDH14C,DOH14C,Aprobado,
487,10/10/2020,10:37:27,HCC16D,HCA16D,Aprobado,
488,10/10/2020,10:43:44,SRR85D,SRK85D,Aprobado,
489,10/10/2020,10:45:55,GHN39C,GHF39C,Aprobado,
490,10/10/2020,10:46:11,STS88C,SIS88C,Aprobado,
491,10/10/2020,10:48:23,HZL722,HZL722,Aprobado,
492,10/10/2020,10:52:34,ICA133,ICA133,Aprobado,
493,10/10/2020,10:56:53,VEN22C,VEN22C,Aprobado,
494,10/10/2020,10:57:09,UWW30C,QWW30C,Aprobado,
495,10/10/2020,10:58:21,YYC45C,YYC45C,Aprobado,
496,10/10/2020,10:58:31,DBL90F,DBI90F,Aprobado,
497,10/10/2020,10:58:46,DRE66D,URE66D,Aprobado,
498,10/10/2020,11:01:33,LLZ149,LLZ149,Aprobado,
499,10/10/2020,11:02:27,ZOB31E,ZQB31E,Aprobado,
500,10/10/2020,11:07:26,STC337,STB337,Aprobado,
501,10/10/2020,11:07:55,SEL51C,GEL51C,Aprobado,
502,10/10/2020,11:08:54,XUH31D,XGH31D,Aprobado,
503,10/10/2020,11:09:34,FWP20E,FWP20E,Aprobado,
504,10/10/2020,11:09:35,SOD29D,SQD29D,Aprobado,
505,10/10/2020,11:14:34,HNF91D,HNF910,Aprobado,
506,10/10/2020,11:17:38,XQP74C,XOP74C,Aprobado,
507,10/10/2020,11:18:35,ONE23D,QNP23D,Aprobado,
508,10/10/2020,11:20:37,NDB44E,NLB44E,Aprobado,
509,10/10/2020,11:26:59,REK95E,KEK95E,Aprobado,
510,10/10/2020,11:29:09,RNI88B,RRI88B,Aprobado,
511,10/10/2020,11:31:27,UDH88C,UOH88C,Aprobado,
512,10/10/2020,11:33:13,PGL06B,PGI06B,Aprobado,
513,10/10/2020,11:33:30,EJW09A,FJW09A,Aprobado,
514,10/10/2020,11:35:37,PCP59C,PCP59C,Aprobado,
515,10/10/2020,11:39:15,HPP789,HPP789,Aprobado,
516,10/10/2020,11:42:09,AGU73D,ABU73D,Aprobado,
517,10/10/2020,11:42:11,BFK303,BFK303,Aprobado,
518,10/10/2020,11:42:48,TDD67C,TDD67C,Aprobado,
519,10/10/2020,11:46:15,TAT466,TAT466,Aprobado,
520,10/10/2020,11:50:51,PMM97C,PHM97C,Aprobado,
521,10/10/2020,11:55:21,VAR360,VAR36C,Aprobado,
522,10/10/2020,11:55:46,MTA967,MTA967,Aprobado,
523,10/10/2020,11:59:28,OOH20D,OQH20D,Aprobado,
524,10/10/2020,11:59:56,CPG28B,CPG28B,Aprobado,
525,10/10/2020,12:03:29,KFV444,KFV444,Aprobado,
526,10/10/2020,12:03:54,SQN19E,SDN19E,Aprobado,
527,10/10/2020,12:17:12,KHX16B,KHX16E,Aprobado,
528,10/10/2020,12:17:19,KYW25E,,Rechazado,INTERFERENCIA FﾍSICA
529,10/10/2020,12:19:07,HBD70D,ABD70D,Aprobado,
530,10/10/2020,12:22:48,QXM10C,QXM10C,Aprobado,
531,10/10/2020,12:29:29,FAL511,FAL511,Aprobado,
532,10/10/2020,12:32:25,TAR751,TAR751,Aprobado,
533,10/10/2020,12:33:53,NUG79E,NLG29E,Aprobado,
534,10/10/2020,12:34:04,HCB906,HXB906,Aprobado,
535,10/10/2020,12:41:06,HWO30D,HWO300,Aprobado,
536,10/10/2020,12:41:07,EUG027,EQG027,Aprobado,
537,10/10/2020,12:42:42,QAR23C,OAR23C,Aprobado,
538,10/10/2020,12:45:10,OUD43B,QUD43E,Aprobado,
539,10/10/2020,12:45:17,FAS403,TAS403,Aprobado,
540,10/10/2020,12:49:17,REL550,REI55D,Aprobado,
541,10/10/2020,12:51:04,MWH88D,MWH880,Aprobado,
542,10/10/2020,12:51:52,EKQ39C,EKQ39C,Aprobado,
543,10/10/2020,12:53:45,FCB186,FCB786,Aprobado,
544,10/10/2020,12:54:12,KHB63D,KHB63D,Aprobado,
545,10/10/2020,12:56:04,TTN235,TTN235,Aprobado,
546,10/10/2020,12:57:11,RZX34B,RZX34E,Aprobado,
547,10/10/2020,12:58:24,BJN469,DJN469,Aprobado,
548,10/10/2020,12:58:26,HCC631,HCC630,Aprobado,
549,10/10/2020,12:59:31,MFD638,MFD638,Aprobado,
550,10/10/2020,13:00:05,LGU12B,LGU12D,Aprobado,
551,10/10/2020,13:00:05,MDK05E,MOK05E,Aprobado,
552,10/10/2020,13:06:39,QDM48D,QDM48E,Aprobado,
553,10/10/2020,13:06:57,FGE55,FGE552,Aprobado,
554,10/10/2020,13:08:01,HOV03V,HQV03V,Aprobado,
555,10/10/2020,13:08:29,MPG73B,MPG73E,Aprobado,
556,10/10/2020,13:09:18,MMP862,MMP862,Aprobado,
557,10/10/2020,13:10:19,EHH87E,EHH87C,Aprobado,
558,10/10/2020,13:11:08,PMZ85D,PMZ85D,Aprobado,
559,10/10/2020,13:12:55,OUK93A,QUK93A,Aprobado,
560,10/10/2020,13:14:29,HVV26V,HVV25V,Aprobado,
561,10/10/2020,13:15:42,FRC822,FRC822,Aprobado,
562,10/10/2020,13:16:12,HTC050,MTC050,Aprobado,
563,10/10/2020,13:18:37,SDD63D,SQD63D,Aprobado,
564,10/10/2020,13:19:37,IRW56B,IRW53B,Aprobado,
565,10/10/2020,13:22:01,JZX14X,ZJX14X,Aprobado,
566,10/10/2020,13:23:52,ASV66D,ASV65D,Aprobado,
567,10/10/2020,13:25:54,BAE62B,DAE62D,Aprobado,
568,10/10/2020,13:26:38,NAV189,NAV189,Aprobado,
569,10/10/2020,13:29:36,VCF10C,VCF10C,Aprobado,
570,10/10/2020,13:31:04,MEE89D,MEE890,Aprobado,
571,10/10/2020,13:39:08,WWR32E,WWR32E,Aprobado,
572,10/10/2020,13:41:35,FXL69D,FXL690,Aprobado,
573,10/10/2020,13:43:31,HNG62E,TTN590,Aprobado,
574,10/10/2020,13:43:37,LGW13W,LGL13D,Aprobado,
575,10/10/2020,13:44:06,DGM15B,OGM15B,Aprobado,
576,10/10/2020,13:49:12,LRL89E,LRL59E,Aprobado,
577,10/10/2020,13:54:43,SLT059,SLT059,Aprobado,
578,10/10/2020,13:55:00,IXR63B,IXR63E,Aprobado,
579,10/10/2020,14:00:48,PJS67B,PJS67B,Aprobado,
580,10/10/2020,14:03:11,SAP73B,SAP73E,Aprobado,
581,10/10/2020,14:11:17,OQC82B,OQC82D,Aprobado,
582,10/10/2020,14:14:13,JKI481,JKI481,Aprobado,
583,10/10/2020,14:15:07,HLR55B,HLR55B,Aprobado,
584,10/10/2020,14:16:11,IDE585,IDE585,Aprobado,
585,10/10/2020,14:16:14,DEF791,DEF791,Aprobado,
586,10/10/2020,14:26:13,HQX41B,HQX41E,Aprobado,
587,10/10/2020,14:29:03,WUR62C,WUR62C,Aprobado,
588,10/10/2020,14:29:27,EKD70D,EKD700,Aprobado,
589,10/10/2020,14:30:26,MIO828,MIO828,Aprobado,
590,10/10/2020,14:38:13,PEH668,PEH63B,Aprobado,
591,10/10/2020,14:39:11,POH63C,PQH63C,Aprobado,
592,10/10/2020,14:44:16,VJZ18D,VJZ18D,Aprobado,
593,10/10/2020,14:45:21,HRV97B,HRV97B,Aprobado,
594,10/10/2020,14:52:49,WKS62D,WKS62D,Aprobado,
595,10/10/2020,14:57:32,RMP721,RMP721,Aprobado,
596,10/10/2020,14:59:15,MTA264,MTA264,Aprobado,
597,10/10/2020,14:59:56,ZOW32C,ZOW32C,Aprobado,
598,10/10/2020,15:01:27,ERS81F,ERS01F,Aprobado,
599,10/10/2020,15:01:32,CIO120,CIO12D,Aprobado,
600,10/10/2020,15:05:26,DDT04C,DOT04C,Aprobado,
601,10/10/2020,15:05:26,KIQ128,KIQ128,Aprobado,
602,10/10/2020,15:05:46,BOG24E,BUG24E,Aprobado,
603,10/10/2020,15:06:17,WIL67E,WIL67E,Aprobado,
604,10/10/2020,15:08:05,MNO272,MNO272,Aprobado,
605,10/10/2020,15:08:06,RZB47B,RZB47E,Aprobado,
606,10/10/2020,15:10:00,PQQ92E,PQQ92E,Aprobado,
607,10/10/2020,15:23:17,WMI524,WMI524,Aprobado,
608,10/10/2020,15:24:58,CHC10C,CHC10C,Aprobado,
609,10/10/2020,15:31:20,ITD994,ITD994,Aprobado,
610,10/10/2020,15:31:32,EFF560,EFF560,Aprobado,
611,10/10/2020,15:34:28,FRC822,FRC822,Aprobado,
612,10/10/2020,15:38:21,QYU53C,QYU53C,Aprobado,
613,10/10/2020,15:44:47,VWW80A,VWW80A,Aprobado,
614,10/10/2020,15:44:52,WGH37E,WGH37E,Aprobado,
615,10/10/2020,15:53:52,NVR52D,NVR52D,Aprobado,
616,10/10/2020,15:54:59,OOI07D,OII07D,Aprobado,
617,10/10/2020,16:01:56,FLR97C,FLR97C,Aprobado,
618,10/10/2020,16:05:41,DDR66F,DDR66,Aprobado,
619,10/10/2020,16:06:35,DBG12F,DBG12F,Aprobado,
620,10/10/2020,16:10:26,IOR448,IOR448,Aprobado,
621,10/10/2020,16:14:23,NAO78B,NAO788,Aprobado,
622,10/10/2020,16:15:09,MRO86C,MRO86C,Aprobado,
623,10/10/2020,16:17:17,GYH21D,GYH21D,Aprobado,
624,10/10/2020,16:17:43,DDR24C,DOR24C,Aprobado,
625,10/10/2020,16:18:41,SRB096,SRB09E,Aprobado,
626,10/10/2020,16:19:38,DRT19D,DRT19D,Aprobado,
627,10/10/2020,16:21:56,HPL484,HPL484,Aprobado,
628,10/10/2020,16:26:35,BHX379,BHX379,Aprobado,
629,10/10/2020,16:27:43,TOR77E,TOR77E,Aprobado,
630,10/10/2020,16:34:40,DOS46C,DOS46C,Aprobado,
631,10/10/2020,16:34:56,SNI427,SNI427,Aprobado,
632,10/10/2020,16:37:06,MSL73C,MSL73C,Aprobado,
633,10/10/2020,16:40:37,OCS12B,QCS12B,Aprobado,
634,10/10/2020,16:41:21,MVD665,MVD665,Aprobado,
635,10/10/2020,16:43:43,RFH89C,RFH89C,Aprobado,
636,10/10/2020,16:45:16,KWY07C,KWY07C,Aprobado,
637,10/10/2020,16:49:19,FNE38B,ENE38B,Aprobado,
638,10/10/2020,16:49:44,IUY73Y,IUY73Y,Aprobado,
639,10/10/2020,16:50:12,SLL630,SLL63C,Aprobado,
640,10/10/2020,16:52:00,RUS54C,RUS54C,Aprobado,
641,10/10/2020,16:56:56,SMF642,SMF642,Aprobado,
642,10/10/2020,16:58:34,IKK07E,IKK07E,Aprobado,
643,10/10/2020,16:58:36,RCG621,RCG621,Aprobado,
644,10/10/2020,16:58:40,EKC21D,EKC21D,Aprobado,
645,10/10/2020,17:01:01,HBF83D,HBF83D,Aprobado,
646,10/10/2020,17:02:51,FFQ11F,FFQ11F,Aprobado,
647,10/10/2020,17:05:01,HPQ63E,HPQ63E,Aprobado,
648,10/10/2020,17:14:54,OBT33D,QBT33D,Aprobado,
649,10/10/2020,17:18:23,RRG18C,RRR18C,Aprobado,
650,10/10/2020,17:18:42,DAL47C,DWL47C,Aprobado,
651,10/10/2020,17:20:17,GYY008,GYY008,Aprobado,
652,10/10/2020,17:23:49,BHR91D,BHR91B,Aprobado,
653,10/10/2020,17:28:57,WHW91B,DHF91B,Aprobado,
654,10/10/2020,17:33:05,DXQ74C,DXQ74C,Aprobado,
655,10/10/2020,17:33:53,QEN466,QEN466,Aprobado,
656,10/10/2020,17:40:07,CCP233,CCP233,Aprobado,
657,10/10/2020,17:40:24,MSI372,MSI372,Aprobado,
658,10/10/2020,17:42:09,UDE05D,UDE050,Aprobado,
659,10/10/2020,17:43:28,YGI40D,,Rechazado,PLACA CUBIERTA
660,10/10/2020,17:44:43,EFC081,EFC081,Aprobado,
661,10/10/2020,17:46:11,OXA81B,QXA81B,Aprobado,
662,10/10/2020,17:46:14,FGI005,FGI005,Aprobado,
663,10/10/2020,17:48:29,EHT81B,EHT81B,Aprobado,
664,10/10/2020,17:48:40,OBF41C,QBF41C,Aprobado,
665,10/10/2020,17:50:28,ZON02A,ZQN02A,Aprobado,
666,10/10/2020,17:52:36,PKZ25B,PKZ25B,Aprobado,
667,10/10/2020,17:54:51,LBX80A,LBV80A,Aprobado,
668,10/10/2020,17:56:45,BOW472,BOW472,Aprobado,
669,10/10/2020,18:02:47,MFD299,MFD299,Aprobado,
670,10/10/2020,18:04:13,OOO16E,OQO16E,Aprobado,
671,10/10/2020,18:06:08,EGP71B,EGP71B,Aprobado,
672,10/10/2020,18:10:53,IRH034,IRH034,Aprobado,
673,10/10/2020,18:13:42,EKC86B,EKC868,Aprobado,
674,10/10/2020,18:14:21,KFI92E,KFI92E,Aprobado,
675,10/10/2020,18:14:44,SOM23D,SQM23D,Aprobado,
676,10/10/2020,18:18:10,EKK029,EKK029,Aprobado,
677,10/10/2020,18:19:06,EOG771,EQG771,Aprobado,
678,10/10/2020,18:23:09,LAG838,LAG838,Aprobado,
679,10/10/2020,18:25:31,FEZ409,FEZ409,Aprobado,
680,10/10/2020,18:27:01,IRB45B,IRB45B,Aprobado,
681,10/10/2020,18:31:48,YBN20C,VBN20C,Aprobado,
682,10/10/2020,18:32:21,STL85D,STI85D,Aprobado,
683,10/10/2020,18:36:20,KIE424,KIE424,Aprobado,
684,10/10/2020,18:44:11,ZOE58E,ZQE58E,Aprobado,
685,10/10/2020,18:51:05,CCG850,CCG85D,Aprobado,
686,10/10/2020,18:58:35,BER744,BER744,Aprobado,
687,10/10/2020,19:01:56,ATE23A,ATE23A,Aprobado,
688,10/10/2020,19:04:14,GEQ83B,,Rechazado,EXCESO DE ILUMINACIﾓN POR FACTORES EXTERNOS
689,10/10/2020,19:09:20,PKW85B,PKW85B,Aprobado,
690,10/10/2020,19:10:05,RWZ65E,RMZ65E,Aprobado,
691,10/10/2020,19:12:23,LUK52B,LUK52B,Aprobado,
692,10/10/2020,19:17:32,MDM662,MDM662,Aprobado,
693,10/10/2020,19:19:28,CBB41D,CBB41D,Aprobado,
694,10/10/2020,19:27:27,PIR92D,PIR92D,Aprobado,
695,10/10/2020,19:30:16,RSC76C,RSC76C,Aprobado,
696,10/10/2020,19:56:08,TQS85C,TQS85C,Aprobado,
697,10/10/2020,19:56:27,LAU02C,LWU02C,Aprobado,
698,10/10/2020,19:58:14,PRO71B,PMO71B,Aprobado,
699,10/10/2020,20:19:57,NPZ60C,NPZ60C,Aprobado,
700,10/10/2020,20:20:30,HNA014,HNA014,Aprobado,
701,10/10/2020,20:26:32,TIV89D,TIV89D,Aprobado,
702,10/10/2020,20:26:34,NUR23D,NUG23D,Aprobado,
703,10/10/2020,20:29:04,JUW998,JUW99B,Aprobado,
704,10/10/2020,20:30:44,GGO21C,GGO21C,Aprobado,
705,10/10/2020,20:30:55,QBQ29C,QBQ29C,Aprobado,
706,10/10/2020,20:31:02,HGF56B,HCF56B,Aprobado,
707,10/10/2020,20:35:05,VCR43C,VDR43C,Aprobado,
708,10/10/2020,20:43:31,FIL38D,FII38D,Aprobado,
709,10/10/2020,20:52:37,OXU69D,QXU69D,Aprobado,
710,10/10/2020,20:54:19,XEG39D,XEG39D,Aprobado,
711,10/10/2020,20:58:55,MRP89C,MRP89C,Aprobado,
712,10/10/2020,21:01:17,GHP16C,GHP16C,Aprobado,
713,10/10/2020,21:05:58,KFH15C,KFH15C,Aprobado,
714,10/10/2020,21:16:31,PJR88B,PJR88B,Aprobado,
715,10/10/2020,21:22:52,LOT50D,LQT50D,Aprobado,
716,10/10/2020,21:26:40,DBI34F,DBI34F,Aprobado,
717,10/10/2020,21:28:04,YNA22A,YMA22A,Aprobado,
718,10/10/2020,21:33:16,ITR927,ITR927,Aprobado,
719,10/10/2020,21:38:54,CMM815,,Rechazado,PLACA CUBIERTA
720,10/10/2020,21:51:54,PEW616,PEW61E,Aprobado,
721,10/10/2020,21:52:58,OCD19C,QCD19C,Aprobado,
722,10/10/2020,22:42:53,IBD982,IBD982,Aprobado,
723,10/10/2020,22:58:11,LUK52B,LUK52B,Aprobado,
724,10/10/2020,23:15:47,IBD982,IBD982,Aprobado,
725,10/10/2020,23:36:51,SMF642,SMF642,Aprobado,
726,10/10/2020,23:55:33,EGZ93B,EGZ93B,Aprobado,
727,11/10/2020,0:34:24,MPM859,MPM859,Aprobado,
728,11/10/2020,0:54:58,WGH37E,WGH37E,Aprobado,
729,11/10/2020,4:27:03,WRI37D,WRI37D,Aprobado,
730,11/10/2020,4:44:52,GOZ576,GOZ57E,Aprobado,
731,11/10/2020,4:53:05,ZCC530,ZCC53D,Aprobado,
732,11/10/2020,5:01:07,SMF873,SMF873,Aprobado,
733,11/10/2020,5:01:13,EVR812,EVR812,Aprobado,
734,11/10/2020,5:06:23,CLA01C,CLA01C,Aprobado,
735,11/10/2020,5:10:39,SQQ27D,SQQ27D,Aprobado,
736,11/10/2020,5:20:36,VWW33A,VWW33A,Aprobado,
737,11/10/2020,5:22:47,OAU013,QAV013,Aprobado,
738,11/10/2020,5:23:33,SOR44D,SQR44D,Aprobado,
739,11/10/2020,5:25:28,POS61C,PQS61C,Aprobado,
740,11/10/2020,5:36:12,JKI461,JKI461,Aprobado,
741,11/10/2020,5:37:04,SMR38A,SMR38A,Aprobado,
742,11/10/2020,5:44:44,KWY07C,KWY07C,Aprobado,
743,11/10/2020,5:54:42,FUV957,FUV957,Aprobado,
744,11/10/2020,6:14:41,LBB48B,LBB48B,Aprobado,
745,11/10/2020,6:22:25,EOH591,EQH591,Aprobado,
746,11/10/2020,6:45:33,WGL31C,WGL31C,Aprobado,
747,11/10/2020,7:18:37,FIB03D,FIB03D,Aprobado,
748,11/10/2020,7:27:29,CYZ311,CYZ311,Aprobado,
749,11/10/2020,7:31:37,LDC78E,LQC78E,Aprobado,
750,11/10/2020,7:38:15,ETY18Y,FTY18Y,Aprobado,
751,11/10/2020,7:38:19,RQQ43B,RQQ43B,Aprobado,
752,11/10/2020,7:45:58,EJR83C,EJR83C,Aprobado,
753,11/10/2020,7:49:07,EOH591,EQH591,Aprobado,
754,11/10/2020,7:49:46,MAK918,MAK918,Aprobado,
755,11/10/2020,7:53:41,ODO88D,OQO88D,Aprobado,
756,11/10/2020,7:53:54,JXR58D,JXR58E,Aprobado,
757,11/10/2020,8:08:11,ZGG31E,ZGG31E,Aprobado,
758,11/10/2020,8:19:25,MMW419,MMW419,Aprobado,
759,11/10/2020,8:21:55,VJR31D,VJR31D,Aprobado,
760,11/10/2020,8:45:19,DSS93F,DSS97F,Aprobado,
761,11/10/2020,8:48:11,DRK01B,ORK01B,Aprobado,
762,11/10/2020,8:51:48,GGA47C,GGA47C,Aprobado,
763,11/10/2020,9:18:01,MMO561,MMO561,Aprobado,
764,11/10/2020,9:20:15,CZU11D,CZU11D,Aprobado,
765,11/10/2020,9:22:13,CGF72B,GGL72B,Aprobado,
766,11/10/2020,9:26:35,NXL63C,NXL33C,Aprobado,
767,11/10/2020,9:30:01,FXN97B,EXN97B,Aprobado,
768,11/10/2020,9:33:05,HQK07E,HQK02E,Aprobado,
769,11/10/2020,9:33:39,MBX91X,MBX21X,Aprobado,
770,11/10/2020,9:35:45,FFX41F,FFX41F,Aprobado,
771,11/10/2020,9:36:34,HBA56B,HBA56D,Aprobado,
772,11/10/2020,9:41:43,AEP20D,REP20D,Aprobado,
773,11/10/2020,9:41:49,DYH015,DYH015,Aprobado,
774,11/10/2020,9:46:19,MVR42D,MVR420,Aprobado,
775,11/10/2020,9:46:25,AKB32C,AXB32C,Aprobado,
776,11/10/2020,9:51:46,HCA31B,HCA31B,Aprobado,
777,11/10/2020,10:07:47,DOM22E,DQM22E,Aprobado,
778,11/10/2020,10:09:57,RIY664,RIY664,Aprobado,
779,11/10/2020,10:11:15,DXM33D,DXM63D,Aprobado,
780,11/10/2020,10:12:24,RRF67C,HRF67C,Aprobado,
781,11/10/2020,10:16:54,IRH034,IRH034,Aprobado,
782,11/10/2020,10:16:56,MOD647,MOD647,Aprobado,
783,11/10/2020,10:17:44,RKM19A,RKM19A,Aprobado,
784,11/10/2020,10:20:42,KOK22C,KQK22C,Aprobado,
785,11/10/2020,10:25:09,FOG682,FQG682,Aprobado,
786,11/10/2020,10:27:20,FLW87,FLW87,Aprobado,
787,11/10/2020,10:39:21,DXL45C,DXI65C,Aprobado,
788,11/10/2020,10:44:58,HOF40E,HFF40E,Aprobado,
789,11/10/2020,10:46:46,MJP733,MJP733,Aprobado,
790,11/10/2020,10:48:07,YWL62A,YWI62A,Aprobado,
791,11/10/2020,10:52:21,XQR03C,XOR03C,Aprobado,
792,11/10/2020,10:59:13,MGM60E,MGM60E,Aprobado,
793,11/10/2020,11:04:07,RMP721,RMP721,Aprobado,
794,11/10/2020,11:06:29,NMV252,NMV252,Aprobado,
795,11/10/2020,11:06:46,BHB311,DHB311,Aprobado,
796,11/10/2020,11:08:40,ONW12W,QNW12W,Aprobado,
797,11/10/2020,11:14:21,MPD739,MPD739,Aprobado,
798,11/10/2020,11:15:05,JTL95B,JTL95B,Aprobado,
799,11/10/2020,11:17:12,OVK21E,QVK21E,Aprobado,
800,11/10/2020,11:21:32,STT66C,SIT66C,Aprobado,
801,11/10/2020,11:23:36,STL85D,STI85D,Aprobado,
802,11/10/2020,11:26:19,CPA10C,CPA10,Aprobado,
803,11/10/2020,11:31:09,IOI670,IOI670,Aprobado,
804,11/10/2020,11:35:55,GCM59C,QCM59C,Aprobado,
805,11/10/2020,11:37:57,DZZ560,DZZ56D,Aprobado,
806,11/10/2020,11:45:29,BIP485,DIP485,Aprobado,
807,11/10/2020,11:47:33,LAW481,LAL481,Aprobado,
808,11/10/2020,11:51:53,MQA31D,MQA31D,Aprobado,
809,11/10/2020,11:56:17,DBS210,DBS218,Aprobado,
810,11/10/2020,12:02:39,IUE32E,OUE32E,Aprobado,
811,11/10/2020,12:06:11,SST516,SST51E,Aprobado,
812,11/10/2020,12:10:30,TSX132,TST132,Aprobado,
813,11/10/2020,12:11:52,DOH02F,DQH02F,Aprobado,
814,11/10/2020,12:12:32,NRN97C,NWN97C,Aprobado,
815,11/10/2020,12:20:14,FOV02B,FUV02B,Aprobado,
816,11/10/2020,12:22:19,USC145,USC145,Aprobado,
817,11/10/2020,12:30:41,FII65D,FII65D,Aprobado,
818,11/10/2020,12:37:50,MXB382,MXB382,Aprobado,
819,11/10/2020,12:41:48,QUO72C,QUO72E,Aprobado,
