,FECHA,HORA,PLACA_DETECTADA,PLACA_CORREGIDA,ESTADO,MOTIVO DE RECHAZO
394,12/10/2020,9:29:37,NOPLACA,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
395,12/10/2020,9:30:05,VWW730,VWW730,Aprobado,
396,12/10/2020,9:32:23,TSS188,TSS188,Aprobado,
397,12/10/2020,9:36:04,NOPLACA,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
398,12/10/2020,9:42:39,FUN572,FUN572,Aprobado,
399,12/10/2020,9:43:09,LLB77E,LLB77E,Aprobado,
400,12/10/2020,10:07:49,HHP294,HHP294,Aprobado,
401,12/10/2020,10:12:01,IAE263,IAE263,Aprobado,
402,12/10/2020,10:19:47,KMG674,KMG674,Aprobado,
403,12/10/2020,10:25:52,JTN79C,JTN79C,Aprobado,
404,12/10/2020,10:25:53,OIX95B,OIX95B,Aprobado,
405,12/10/2020,10:31:45,FUN703,FUN703,Aprobado,
406,12/10/2020,10:36:11,LUN97F,LUN97F,Aprobado,
407,12/10/2020,10:41:29,STD206,STD206,Aprobado,
408,12/10/2020,10:41:43,GUA055,GUA055,Aprobado,
409,12/10/2020,11:00:31,HCP50D,HCP50D,Aprobado,
410,12/10/2020,11:05:24,FBM607,FBM607,Rechazado,IMÁGENES SIN VEHÍCULO EN LA VÍA
411,12/10/2020,11:09:59,NOPLACA,QAQ934,Aprobado,
412,12/10/2020,11:17:25,HXD353,HXD353,Aprobado,
413,12/10/2020,11:45:27,GXO549,GXO549,Aprobado,
414,12/10/2020,11:52:00,GXP840,GXP840,Aprobado,
415,12/10/2020,11:57:02,YDU45E,YDU45E,Aprobado,
416,12/10/2020,11:59:48,XRX12E,XRX12E,Aprobado,
417,12/10/2020,12:00:59,IRL163,IRL163,Aprobado,
418,12/10/2020,12:03:59,NOPLACA,GFD17C,Aprobado,
419,12/10/2020,12:04:01,KUU356,KUU356,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
420,12/10/2020,12:07:05,UGE556,UGE556,Aprobado,
421,12/10/2020,12:08:19,NOPLACA,JXU27U,Aprobado,
422,12/10/2020,12:13:38,CVB986,CVB986,Aprobado,
423,12/10/2020,12:23:41,MUD603,MUD603,Aprobado,
424,12/10/2020,12:45:16,STF875,STF875,Aprobado,
425,12/10/2020,12:56:53,FJN282,FJN282,Aprobado,
426,12/10/2020,12:59:21,NOPLACA,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
427,12/10/2020,12:59:47,MPW33E,MPW33E,Aprobado,
428,12/10/2020,1:06:43,NOPLACA,NNN881,Aprobado,
429,12/10/2020,1:16:51,KIC570,KIC570,Aprobado,
430,12/10/2020,1:25:47,WSE43D,WSE43D,Aprobado,
431,12/10/2020,1:31:31,OYG78C,OYG78C,Aprobado,
432,12/10/2020,1:48:41,RRU69C,RRU69C,Aprobado,
433,12/10/2020,1:49:32,SSS43D,SSS43D,Aprobado,
434,12/10/2020,1:59:42,CKA739,CKA739,Aprobado,
435,12/10/2020,2:07:03,FAF697,FAF697,Aprobado,
436,12/10/2020,2:19:12,WMR341,WMR341,Aprobado,
437,12/10/2020,2:19:55,RNE682,RNE682,Aprobado,
438,12/10/2020,2:26:29,AVA62C,AVA62C,Aprobado,
439,12/10/2020,2:31:22,NOPLACA,MFA877,Aprobado,
440,12/10/2020,2:37:30,NOPLACA,,Rechazado,INTERFERENCIA FÍSICA
441,12/10/2020,2:39:12,DFD860,DFD860,Aprobado,
442,12/10/2020,2:41:58,GCE730,GCE730,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
443,12/10/2020,2:43:45,SMM56A,SMM56A,Aprobado,
444,12/10/2020,2:47:44,GEE677,GEE677,Aprobado,
445,12/10/2020,2:51:51,NOPLACA,AGE81B,Aprobado,
446,12/10/2020,2:52:24,WVV14C,WVV14C,Aprobado,
447,12/10/2020,2:57:10,UUS44B,UUS44B,Aprobado,
448,12/10/2020,2:58:31,JBB45F,JBB45F,Aprobado,
449,12/10/2020,2:59:02,MHB11E,MHB11E,Aprobado,
450,12/10/2020,3:03:19,TSR080,TSR080,Aprobado,
451,12/10/2020,3:09:32,JBL434,JBL434,Aprobado,
452,12/10/2020,3:09:56,OMO782,OMO782,Aprobado,
453,12/10/2020,3:14:48,DNS63F,DNS63F,Aprobado,
454,12/10/2020,3:35:49,IIN132,IIN132,Aprobado,
455,12/10/2020,3:38:29,LHR463,LHR463,Aprobado,
456,12/10/2020,3:42:21,TMF357,TMF357,Aprobado,
457,12/10/2020,3:52:24,FSD534,FSD534,Aprobado,
458,12/10/2020,3:53:18,ERE91F,ERE91F,Aprobado,
459,12/10/2020,4:06:06,XHK09E,XHK09E,Aprobado,
460,12/10/2020,4:06:07,ZYY73A,ZYY73A,Aprobado,
461,12/10/2020,4:08:21,SSY72E,SSY72E,Aprobado,
462,12/10/2020,4:39:24,LER442,LER442,Aprobado,
463,12/10/2020,4:55:36,NOPLACA,IXI395,Aprobado,
464,12/10/2020,4:57:25,GVP794,GVP794,Aprobado,
465,12/10/2020,5:11:09,JLE19F,JLE19F,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
466,12/10/2020,5:28:28,IHI23F,IHI23F,Aprobado,
467,12/10/2020,6:12:28,IAC405,IAC405,Aprobado,
468,12/10/2020,6:13:54,NOPLACA,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
469,12/10/2020,6:24:41,VBG79C,VBG79C,Aprobado,
470,12/10/2020,6:36:01,MIB663,MIB663,Aprobado,
471,12/10/2020,7:00:04,NOPLACA,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
472,12/10/2020,7:13:57,BXD766,BXD766,Aprobado,
473,12/10/2020,8:21:43,NOPLACA,,Rechazado,FORMATO DE PLACA NO CUMPLE
474,12/10/2020,9:01:28,SMF443,SMF443,Aprobado,
475,12/10/2020,9:10:43,RSQ69D,RSQ69D,Aprobado,
476,12/10/2020,9:57:26,HKN186,HKN186,Aprobado,
477,12/10/2020,10:40:05,IEF451,IEF451,Aprobado,
478,13/10/2020,2:25:22,PTZ062,PTZ062,Aprobado,
479,13/10/2020,4:13:46,FUV957,FUV957,Aprobado,
480,13/10/2020,4:42:49,WRI37D,WRI37D,Aprobado,
481,13/10/2020,4:47:32,MMW29B,MMW29B,Aprobado,
482,13/10/2020,5:27:07,TIT05C,TIT05C,Aprobado,
483,13/10/2020,5:48:46,NOPLACA,EKD08D,Aprobado,
484,13/10/2020,6:15:57,CQZ498,CQZ49B,Aprobado,
485,13/10/2020,6:17:56,NOPLACA,,Rechazado,PLACA CUBIERTA
486,13/10/2020,6:23:29,RAR771,RAR771,Aprobado,
487,13/10/2020,6:41:41,WHW62E,WHW62E,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
488,13/10/2020,6:45:47,LAP948,LAP948,Aprobado,
489,13/10/2020,6:50:08,ZAS64D,ZAS64D,Aprobado,
490,13/10/2020,6:54:23,NOPLACA,,Rechazado,PLACA CUBIERTA
491,13/10/2020,7:00:39,TGZ501,TGZ501,Aprobado,
492,13/10/2020,7:22:07,NOPLACA,,Rechazado,INTERFERENCIA FÍSICA
493,13/10/2020,7:22:32,BIG883,BIG883,Aprobado,
494,13/10/2020,7:39:36,LAX774,LAX774,Aprobado,
495,13/10/2020,8:37:39,RNB08E,RNB08E,Aprobado,
496,13/10/2020,9:26:42,NOPLACA,,Rechazado,INTERFERENCIA FÍSICA
497,13/10/2020,9:28:06,SNG986,SNG986,Aprobado,
498,13/10/2020,9:38:58,EOE563,EOE563,Aprobado,
499,13/10/2020,9:39:46,MAI994,MAI994,Aprobado,
500,13/10/2020,9:42:48,OMO784,OMO784,Aprobado,
501,13/10/2020,10:19:33,HPP985,HPP985,Aprobado,
502,13/10/2020,10:36:11,VER22C,VER22C,Aprobado,
503,13/10/2020,10:46:21,USQ21D,USQ21D,Aprobado,
504,13/10/2020,10:56:31,EFB212,EFB212,Aprobado,
505,13/10/2020,11:00:18,WML868,WML868,Aprobado,
506,13/10/2020,11:04:12,GAW20C,GAW20C,Aprobado,
507,13/10/2020,11:07:28,GVI393,GVI393,Aprobado,
508,13/10/2020,11:16:03,GYX209,GYX209,Aprobado,
509,13/10/2020,11:22:25,NOPLACA,,,
510,13/10/2020,11:39:47,NOPLACA,,,
511,13/10/2020,11:40:03,WLC714,WLC714,Aprobado,
512,13/10/2020,11:44:53,DJD32D,DJD32D,Aprobado,
513,13/10/2020,11:46:11,KIB722,KIB722,Aprobado,
514,13/10/2020,11:48:15,ONC85E,ONC85E,Aprobado,
515,13/10/2020,11:51:26,YCI04D,YCI04D,Aprobado,
516,13/10/2020,11:53:58,EIX57E,EIX57E,Aprobado,
517,13/10/2020,11:57:51,IUY714,IUY714,Aprobado,
518,13/10/2020,12:14:37,MMM193,MMM193,Aprobado,
519,13/10/2020,12:17:03,JKN289,JKN289,Aprobado,
520,13/10/2020,12:26:11,NOPLACA,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
521,13/10/2020,12:28:47,MVR798,MVR798,Aprobado,
522,13/10/2020,12:41:57,NOPLACA,,,
523,13/10/2020,12:56:25,NDD55C,NDD55C,Aprobado,
524,13/10/2020,1:04:19,MNB181,MNB181,Aprobado,
525,13/10/2020,1:04:25,FBR950,FBR950,Aprobado,
526,13/10/2020,1:04:28,HAL075,HAL075,Aprobado,
527,13/10/2020,1:11:08,BYO594,BYO594,Aprobado,
528,13/10/2020,1:15:53,TUK51E,TUK51E,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
529,13/10/2020,1:26:18,GTC632,GTC632,Aprobado,
530,13/10/2020,1:32:23,ZAR74D,ZAR74D,Aprobado,
531,13/10/2020,1:39:29,NOPLACA,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
532,13/10/2020,2:03:21,CXA894,CXA894,Aprobado,
533,13/10/2020,2:16:00,KHQ345,KHQ345,Aprobado,
534,13/10/2020,2:46:02,IFN525,IFN525,Aprobado,
535,13/10/2020,2:53:47,KCU180,KCU180,Aprobado,
536,13/10/2020,3:30:21,FEM22F,FEM22F,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
537,13/10/2020,3:54:08,EWM40B,EWM40B,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
538,13/10/2020,4:08:29,NOPLACA,,,
539,13/10/2020,4:16:20,NOPLACA,,Rechazado,INTERFERENCIA FÍSICA
540,13/10/2020,4:21:21,TDO56C,TDO56C,Aprobado,
541,13/10/2020,4:26:24,JKI376,JKI376,Aprobado,
542,13/10/2020,4:30:01,MYE75F,MYE75F,Aprobado,
543,13/10/2020,4:30:52,NOPLACA,,Rechazado,INTERFERENCIA FÍSICA
544,13/10/2020,4:38:08,HXR757,HXR757,Aprobado,
545,13/10/2020,4:41:47,GYC16D,GYC16D,Aprobado,
546,13/10/2020,4:50:53,ZRI90E,ZRI90E,Aprobado,
547,13/10/2020,5:01:06,TMB146,TMB146,Aprobado,
548,13/10/2020,5:03:01,TDA135,TDA135,Aprobado,
549,13/10/2020,5:21:09,NOPLACA,SKF48,Aprobado,
550,13/10/2020,5:23:04,SVS78D,SVS78D,Aprobado,
551,13/10/2020,5:37:58,LQH72E,LQH72E,Aprobado,
552,13/10/2020,5:52:59,UDA812,UDA812,Aprobado,
553,13/10/2020,5:57:11,PJM27E,PJM27E,Aprobado,
554,13/10/2020,6:02:27,SPB184,SPB184,Aprobado,
555,13/10/2020,6:03:10,ORR368,DRR36B,Aprobado,
556,13/10/2020,6:14:43,HZK002,HZK002,Aprobado,
557,13/10/2020,6:42:12,NOPLACA,,Rechazado,PLACA CUBIERTA
558,13/10/2020,6:43:01,FNO609,FNO609,Aprobado,
559,13/10/2020,6:44:59,MLP259,MLP259,Aprobado,
560,13/10/2020,6:46:40,FGM927,FGM927,Aprobado,
561,13/10/2020,6:51:08,WJN08D,WJN08D,Aprobado,
562,13/10/2020,6:58:05,ISG927,ISG927,Aprobado,
563,13/10/2020,7:20:38,NOPLACA,YMM62A,Aprobado,
564,13/10/2020,7:49:34,HAM224,HAM224,Aprobado,
565,13/10/2020,8:06:51,EWO909,EWO909,Aprobado,
566,13/10/2020,9:00:42,NOPLACA,OQO30A,Aprobado,
567,13/10/2020,9:34:14,HWM294,HWM294,Aprobado,
568,13/10/2020,10:05:42,CBC580,CBC580,Aprobado,
569,13/10/2020,10:26:17,JOR075,JOR075,Aprobado,
570,13/10/2020,11:36:32,GRL653,GRL653,Aprobado,
571,13/10/2020,11:38:46,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
572,13/10/2020,11:41:21,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
573,13/10/2020,11:44:06,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
574,13/10/2020,11:45:35,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
575,13/10/2020,11:46:34,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
576,13/10/2020,11:48:50,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
577,13/10/2020,11:50:23,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
578,13/10/2020,11:52:21,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
579,13/10/2020,11:54:43,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
580,14/10/2020,12:01:11,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
581,14/10/2020,12:04:13,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
582,14/10/2020,12:05:50,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
583,14/10/2020,12:25:11,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
584,14/10/2020,12:26:28,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
585,14/10/2020,12:27:57,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
586,14/10/2020,12:49:02,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
587,14/10/2020,12:49:02,GEB845,GEB845,Aprobado,
588,14/10/2020,12:50:45,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
589,14/10/2020,12:50:46,GEB845,GEB845,Rechazado,VELOCIDAD INCOHERENTE
590,14/10/2020,12:52:01,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
591,14/10/2020,12:52:01,GEB845,GEB845,Rechazado,VELOCIDAD INCOHERENTE
592,14/10/2020,12:53:52,GRL653,GRL653,Rechazado,VELOCIDAD INCOHERENTE
593,14/10/2020,1:08:49,KGK34E,KGK34E,Aprobado,
594,14/10/2020,1:35:54,HYF621,HYF621,Aprobado,
595,14/10/2020,1:37:58,HYF621,HYF621,Rechazado,VELOCIDAD INCOHERENTE
596,14/10/2020,1:37:58,KGK34E,KGK34E,Aprobado,
597,14/10/2020,1:40:57,HYF621,HYF621,Rechazado,VELOCIDAD INCOHERENTE
598,14/10/2020,1:40:57,KGK34E,KGK34E,Rechazado,VELOCIDAD INCOHERENTE
599,14/10/2020,4:08:26,FHK658,FHK658,Aprobado,
600,14/10/2020,4:44:53,MSW73C,MSL73C,Aprobado,
601,14/10/2020,4:45:34,BWF68E,BWF68E,Aprobado,
602,14/10/2020,4:53:01,NOPLACA,,Rechazado,PLACA ILEGIBLE
603,14/10/2020,5:07:06,DIG39B,DIG39B,Aprobado,
604,14/10/2020,5:38:03,NOPLACA,,Rechazado,PLACA CUBIERTA
605,14/10/2020,5:43:08,WDM39D,MSM39D,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
606,14/10/2020,5:44:11,NOPLACA,IJP59C,Aprobado,
607,14/10/2020,5:48:52,WSK53D,WSK53D,Aprobado,
608,14/10/2020,6:00:40,ABH458,ABH45B,Aprobado,
609,14/10/2020,6:00:54,GQV97V,GQV97V,Aprobado,
610,14/10/2020,6:00:57,KEH46F,KEH46F,Aprobado,
611,14/10/2020,6:15:16,ITF847,ITF847,Aprobado,
612,14/10/2020,6:20:43,TTM041,TTM041,Aprobado,
613,14/10/2020,6:32:51,ODB993,OQH90D,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
614,14/10/2020,6:55:56,ELI63D,ELI63D,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
615,14/10/2020,7:01:57,NOPLACA,,Rechazado,PLACA CUBIERTA
616,14/10/2020,7:02:45,CCK04D,CCK04D,Aprobado,
617,14/10/2020,7:30:33,NOPLACA,,Rechazado,PLACA CUBIERTA
618,14/10/2020,7:42:05,JHK166,JHK166,Aprobado,
619,14/10/2020,7:44:35,NOPLACA,,Rechazado,PLACA CUBIERTA
620,14/10/2020,7:44:36,CCB15D,CCB15D,Aprobado,
621,14/10/2020,7:45:02,EKK578,EKK578,Rechazado,IMÁGENES SIN VEHÍCULO EN LA VÍA
622,14/10/2020,7:49:44,VEB769,VEB769,Aprobado,
623,14/10/2020,7:49:47,HWQ41F,HWQ41F,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
624,14/10/2020,7:55:46,DJK625,DJK625,Aprobado,
625,14/10/2020,8:14:51,UBH259,UBH259,Aprobado,
626,14/10/2020,8:40:44,GDD878,GDD878,Aprobado,
627,14/10/2020,8:43:50,MDD65E,MOD65E,Aprobado,
628,14/10/2020,9:14:16,PFE07B,PFE07B,Aprobado,
629,14/10/2020,9:55:58,NOPLACA,EVB96A,Aprobado,
630,14/10/2020,10:08:22,VFZ652,VFZ652,Aprobado,
631,14/10/2020,10:21:17,NOPLACA,AKW942,Aprobado,
632,14/10/2020,10:23:28,WVV68C,WVV68C,Aprobado,
633,14/10/2020,10:32:16,FBA848,FBA848,Aprobado,
634,14/10/2020,10:59:19,IHR48F,IHR48F,Aprobado,
635,14/10/2020,10:59:33,MTC892,MTC892,Aprobado,
636,14/10/2020,11:00:15,RAR82F,RAR82F,Aprobado,
637,14/10/2020,11:02:12,EXF631,EXF631,Aprobado,
638,14/10/2020,11:03:59,FAL584,FAL584,Aprobado,
639,14/10/2020,11:04:22,RKG258,RKG258,Aprobado,
640,14/10/2020,11:12:41,MDL285,MDL285,Aprobado,
641,14/10/2020,11:18:58,DKR66E,DKR66E,Aprobado,
642,14/10/2020,11:20:24,NOPLACA,,Rechazado,INTERFERENCIA FÍSICA
643,14/10/2020,11:52:57,RZD63E,RZD63E,Aprobado,
644,14/10/2020,12:04:31,KPU40U,KPU40U,Aprobado,
645,14/10/2020,12:09:38,KMG771,KMG771,Aprobado,
646,14/10/2020,12:17:25,OBE66D,QBE66D,Aprobado,
647,14/10/2020,12:20:10,EGA459,EGA459,Aprobado,
648,14/10/2020,12:20:19,DSE915,DSE915,Aprobado,
649,14/10/2020,12:32:57,NOPLACA,QUR94E,Aprobado,
650,14/10/2020,12:38:14,BAX163,BAX163,Aprobado,
651,14/10/2020,12:58:51,CPM671,CPM671,Aprobado,
652,14/10/2020,1:03:46,RSG61C,RSG61C,Aprobado,
653,14/10/2020,1:10:20,IEE199,IEE199,Aprobado,
654,14/10/2020,1:21:05,BXO24E,BXO24E,Aprobado,
655,14/10/2020,1:27:15,GOF020,GQW020,Aprobado,
656,14/10/2020,1:33:43,DDR016,DDR016,Aprobado,
657,14/10/2020,1:33:47,NOPLACA,XFX58E,Aprobado,
658,14/10/2020,1:36:11,LAX662,LAX662,Aprobado,
659,14/10/2020,1:36:18,UML21D,UML21D,Aprobado,
660,14/10/2020,1:38:34,JOO26F,JOO26F,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
661,14/10/2020,1:55:45,NOPLACA,,Rechazado,PLACA ILEGIBLE
662,14/10/2020,1:57:37,TEL806,TEL806,Aprobado,
663,14/10/2020,2:08:47,MYS31F,MYS31F,Aprobado,
664,14/10/2020,2:26:10,ZUO96E,ZUO96E,Aprobado,
665,14/10/2020,2:27:38,SNB501,SNB501,Aprobado,
666,14/10/2020,2:29:49,WDC245,WDC245,Aprobado,
667,14/10/2020,2:30:55,FCI367,FCI367,Aprobado,
668,14/10/2020,2:43:41,NOPLACA,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
669,14/10/2020,2:48:32,GAX16X,GAX16X,Aprobado,
670,14/10/2020,3:02:52,DDZ428,DDZ428,Aprobado,
671,14/10/2020,3:03:06,EOP507,EOP507,Aprobado,
672,14/10/2020,3:04:11,WGF64E,WGF64E,Aprobado,
673,14/10/2020,3:06:51,MIA482,MIA482,Aprobado,
674,14/10/2020,3:09:36,LVG54B,LVG54B,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
675,14/10/2020,3:09:58,IEB204,IEB204,Aprobado,
676,14/10/2020,3:13:31,EVR000,EVR000,Aprobado,
677,14/10/2020,3:14:21,NFR05B,NFR05B,Aprobado,
678,14/10/2020,3:15:41,GED593,GED593,Aprobado,
679,14/10/2020,3:33:01,LIX477,LIX477,Aprobado,
680,14/10/2020,3:39:54,DJK570,DJK570,Aprobado,
681,14/10/2020,3:41:51,SPI152,SPI152,Aprobado,
682,14/10/2020,3:43:26,IMM044,IMM044,Aprobado,
683,14/10/2020,3:43:57,LQS60E,LQS60E,Aprobado,
684,14/10/2020,3:50:07,PRP95C,PRP95C,Aprobado,
685,14/10/2020,3:57:47,HKR233,HKR233,Aprobado,
686,14/10/2020,4:01:53,NOPLACA,CPB67,Aprobado,
687,14/10/2020,4:03:19,UHU356,UHU356,Aprobado,
688,14/10/2020,4:08:01,GIL946,GIL946,Aprobado,
689,14/10/2020,4:09:01,TOT02C,TQT02C,Aprobado,
690,14/10/2020,4:10:22,JZF01C,JZF01C,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
691,14/10/2020,4:16:27,NOPLACA,,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
692,14/10/2020,4:22:46,MHU99E,MHU99E,Aprobado,
693,14/10/2020,4:42:23,KGD159,KGD159,Aprobado,
694,14/10/2020,4:51:07,FPD659,FPD659,Aprobado,
695,14/10/2020,4:51:31,DAQ42D,DAQ42D,Aprobado,
696,14/10/2020,4:55:49,NVB15D,NVB15D,Aprobado,
697,14/10/2020,5:06:01,NOPLACA,,Rechazado,PLACA CUBIERTA
698,14/10/2020,5:10:43,FCR059,FCR059,Aprobado,
699,14/10/2020,5:17:04,GVI257,GVI257,Aprobado,
700,14/10/2020,6:35:01,UNZ47C,UNZ47C,Aprobado,
701,14/10/2020,6:39:03,MTC90F,MTC90F,Aprobado,
702,14/10/2020,6:43:30,NOPLACA,RRF06C,Aprobado,
703,14/10/2020,7:09:54,NOPLACA,RYE23E,Aprobado,
704,14/10/2020,7:11:23,ZUP51C,ZUP51C,Aprobado,
705,14/10/2020,7:22:51,NOPLACA,WSA80D,Aprobado,
706,14/10/2020,7:24:14,YZE30D,YZE30D,Rechazado,VARIOS VEHÍCULOS SOBRE EL CARRIL
707,14/10/2020,8:11:46,NOPLACA,,Rechazado,PLACA CUBIERTA
708,14/10/2020,8:26:02,QHE141,QHE141,Aprobado,
709,14/10/2020,8:35:28,ZQP27A,ZQP27A,Aprobado,
710,14/10/2020,9:34:55,NOPLACA,,Rechazado,PLACA CUBIERTA
711,14/10/2020,9:41:02,KBE484,KBE484,Rechazado,VEHÍCULO FUERA DEL CAMPO DE VISIBILIDAD
712,14/10/2020,11:05:31,MSI986,MSI986,Aprobado,
